CouchBase,Memcached,Mongo,Orient,Redis,Riak
720,25960,1480,3170,960,2790,
220,24880,500,5220,950,2960,
190,25020,1090,3920,1010,2430,
790,24950,1270,4450,1030,2510,
990,24820,2330,9390,1100,2650,
200,24600,1870,10960,880,2560,
490,25070,1360,12410,1000,2370,
890,24770,550,6200,900,2750,
6060,25000,570,3820,920,2900,
310,24890,100,9100,920,2230,
320,24720,760,5400,870,2530,
100,26690,510,5400,1010,2790,
110,25530,360,3580,980,2650,
820,24920,590,3540,1060,2690,
250,25040,340,8170,1030,3150,
210,24730,890,14440,1030,2930,
80,24950,710,8350,900,2690,
70,24680,890,4560,910,2810,
90,25710,140,4220,960,2320,
270,24750,130,5190,880,2670,
910,26100,120,10000,980,3060,
870,25160,140,10380,1210,3230,
650,24880,150,13670,1010,2860,
620,24640,400,10470,1040,2820,
370,25370,560,3530,1240,2750,
860,24570,630,8900,9240,2530,
350,24960,3150,20940,1810,3250,
430,25290,90,29280,1380,2770,
400,24600,1050,11510,1850,2640,
380,25070,280,4130,1260,3040,
360,24720,1440,3590,2020,2770,
270,25160,390,8410,2480,2990,
790,24820,390,16430,1730,3190,
430,24840,440,10960,940,2960,
190,24680,860,10160,1980,3040,
410,24790,590,11120,1440,2770,
1160,24730,820,6950,14310,2910,
260,24940,940,13160,4810,2720,
170,25220,710,8040,17920,2890,
290,24650,1310,5130,1420,2810,
610,24740,740,16890,1270,2980,
430,25090,3860,11620,1450,2780,
620,24860,1110,10680,1660,2840,
550,24740,830,4950,1280,2950,
570,24670,630,8230,1700,3030,
440,24950,340,3830,1270,2960,
70,24840,300,4190,1210,2930,
400,25030,1810,6180,1120,2450,
600,24610,1580,4490,1000,2860,
370,24970,830,11510,1250,3170,
260,24920,1090,6240,1300,2500,
350,25250,2080,5790,1090,2760,
230,24540,470,8530,1130,3080,
420,24610,2510,6610,1040,2580,
470,24300,2690,6610,1070,2680,
490,24480,2190,5530,1030,2790,
510,24510,2680,15580,880,2940,
1290,25310,1780,12850,990,2740,
340,26780,2610,15030,920,2860,
280,25810,1030,11510,940,2920,
860,26820,880,4190,950,2730,
150,24770,750,4930,860,2930,
510,25010,350,9180,920,2780,
350,24770,820,5090,900,2910,
160,24860,360,8920,950,2700,
280,24990,1040,7060,880,2840,
920,24840,170,8850,890,2780,
1010,25090,2060,5120,1100,2850,
670,25200,2760,5980,1110,3140,
1580,24660,2280,8410,1010,2720,
360,24830,1040,11360,990,2920,
550,24530,720,10210,910,2630,
1270,24950,630,14890,990,2550,
90,24720,420,11980,1350,2590,
490,24990,540,11190,940,2850,
790,24660,330,12270,960,3030,
600,24960,240,10180,920,2960,
460,24850,480,19930,1070,2910,
890,25220,670,16580,1060,3040,
70,24810,790,6900,1040,2960,
430,24830,1230,9920,1040,3480,
630,24950,1590,12600,1030,3300,
10,24680,2110,12340,1000,2910,
300,24870,1170,10020,940,2900,
150,24890,420,8340,890,2980,
390,24970,780,10230,920,2760,
140,25040,520,9730,1200,2800,
910,25260,1700,11840,910,2910,
370,25420,780,11150,990,2810,
320,25080,1020,12950,1030,2540,
510,25020,920,19550,1040,2920,
500,24930,790,10420,1070,2760,
740,24840,500,12240,1010,2740,
740,24740,1390,10050,1030,2860,
420,24550,650,6380,1050,2790,
340,25570,630,11080,1010,2860,
860,24690,740,19150,1070,2740,
330,24670,860,15970,1030,2760,
400,24850,500,10330,1570,2840,
1700,26480,2130,9370,1030,2930,
330,25150,1340,12700,1040,2660,
800,24890,1140,11690,1300,2520,
520,24920,4910,12630,1030,2960,
770,25220,2550,9290,940,2620,
810,26700,660,8930,940,2600,
460,26010,1520,8100,1000,2940,
990,24770,1050,11100,1020,2600,
490,24580,400,4730,1020,2360,
380,24850,730,5260,1070,2570,
800,25060,870,5050,1090,2570,
60,24950,740,15220,920,4720,
100,24790,1050,4780,960,2950,
40,25310,280,9800,940,2730,
210,25030,910,7860,950,2510,
340,25140,230,5840,1030,2610,
850,24690,720,10420,1030,2710,
150,24870,1200,12780,1090,2590,
330,24730,550,11970,1130,3030,
270,25920,680,10930,920,2990,
450,25130,1250,12410,1080,2790,
170,24780,1600,16580,1030,3050,
610,24880,580,18720,1040,2820,
70,25120,480,13050,1040,2800,
210,24930,350,13930,1050,2760,
410,24700,370,12070,860,3190,
170,24960,220,6140,980,3040,
160,24800,350,4120,1080,2790,
380,24850,1380,2910,1050,2650,
370,24850,220,4210,1050,2750,
340,25300,1080,5220,1060,3070,
610,24970,1090,6400,1070,3260,
270,24990,950,11760,1040,2630,
210,24920,590,9330,1000,2540,
130,24710,870,6110,940,2690,
320,24950,1270,6490,960,2530,
250,25680,620,16390,930,2750,
1150,25470,770,7000,1070,2990,
590,25190,590,7960,1120,2750,
630,27030,740,6540,1080,2850,
690,24840,550,4140,1070,2940,
470,24670,930,9380,960,3090,
630,25110,720,18410,860,3000,
360,25340,410,13910,1050,2810,
180,24950,640,8570,1020,2560,
440,24690,860,8070,1060,2930,
500,24920,810,11700,1120,2900,
430,24890,1030,12780,1090,2520,
640,25020,1660,9130,1320,2840,
280,24770,570,3750,1040,3160,
850,25230,890,6110,1050,2860,
310,25390,2340,12440,1040,2940,
1720,26490,150,13130,1040,2860,
850,25830,610,14830,1120,2770,
740,24830,940,12920,1030,2900,
490,24610,260,4980,1090,2790,
280,25190,1410,4150,1080,2810,
930,24750,470,3790,1030,2660,
200,24600,1320,3610,970,2470,
530,24980,680,4680,1090,2780,
320,25140,2730,8160,1080,3090,
400,25090,840,10360,1110,2790,
300,24820,210,9820,1140,2570,
260,25020,870,6340,1390,2580,
610,25150,490,4170,1090,2590,
440,25030,760,6170,960,2770,
710,25140,2320,5930,1010,2910,
530,24980,910,10290,1080,3030,
260,24710,740,3620,1000,2810,
220,24950,1020,5000,1110,2980,
360,25120,900,3760,970,2780,
510,25360,560,4510,940,3180,
160,24960,590,7370,940,2780,
80,25120,1340,11710,1000,2740,
860,25430,750,9630,1030,3430,
290,24820,780,12040,1030,2820,
1240,25000,1290,6810,1100,2600,
250,24940,580,7180,1010,2670,
240,27380,1620,5100,1000,2390,
170,25170,450,7800,1180,2700,
1360,24700,1700,12420,1000,2560,
370,25510,760,7690,1010,2860,
590,25110,490,6340,930,3050,
690,25260,1050,8160,940,2890,
810,25110,670,10240,980,2660,
450,25430,400,8110,950,2580,
1350,25610,2130,5280,890,2790,
50,24810,2070,7290,950,2560,
200,24900,1110,5180,920,2700,
250,25020,420,3080,890,2770,
310,24810,2280,4830,1000,2960,
410,24850,260,10580,1040,2790,
680,24810,1210,12680,1040,2890,
810,25510,1050,10410,1060,2580,
490,25070,860,8850,1070,2420,
150,24990,1230,4300,1070,2750,
360,24930,1540,6090,1030,2860,
420,24840,820,15030,1040,3070,
880,28050,520,17930,1050,3000,
