CouchBase;Memcached;Mongo;Orient;Redis;Riak;Funkcja;CouchBase;Memcached;Mongo;Orient;Redis;Riak
290;23730;820;13500;1050;2440;;;;;;;
380;23690;1560;12030;1040;2680;;;;;;;
330;23560;260;13480;1030;2830;;;;;;;
420;23640;60;13690;1010;3120;;;;;;;
530;23620;50;8520;1040;2710;;;;;;;
540;23630;90;9070;1000;2640;;;;;;;
850;23700;270;7220;1050;2890;;;;;;;
250;23580;310;9050;1050;3210;;;;;;;
270;23900;80;16720;1010;3040;;;;;;;
330;23880;80;8000;1220;2560;;;;;;;
400;23740;300;10330;1010;2480;;;;;;;
320;25180;70;6220;1000;2540;;;;;;;
320;23570;20;5310;1010;2400;;;;;;;
200;23430;90;7210;1030;2540;;;;;;;
600;23530;380;9070;1030;2870;;;;;;;
650;23650;380;12320;1000;2930;;;;;;;
540;23590;240;10510;1040;2780;;;;;;;
580;23540;390;9040;1020;2840;;;;;;;
740;23570;390;6850;1010;2680;;;;;;;
270;23570;330;5060;1230;2510;;;;;;;
400;23680;560;12020;1120;2900;;;;;;;
380;23540;350;7600;1030;2540;;;;;;;
110;23940;350;6810;1050;2670;;;;;;;
270;23500;360;8100;1030;2550;;;;;;;
770;23570;440;6620;1000;2910;;;;;;;
860;23610;380;6290;1020;2750;;;;;;;
310;23810;490;6600;1050;2630;;;;;;;
450;23910;260;9560;1020;2700;;;;;;;
440;23800;410;9630;1000;2400;;;;;;;
800;23700;350;8590;1030;2720;;;;;;;
500;23760;440;8960;1010;2510;;;;;;;
960;23550;370;9520;1110;2450;;;;;;;
410;23660;1340;7280;1010;2420;;;;;;;
640;23640;1010;10530;1240;2580;;;;;;;
710;23840;1180;5640;1060;2760;;;;;;;
730;23610;1130;9560;1040;2740;;;;;;;
1090;23550;400;11610;1030;2650;;;;;;;
410;23420;1240;14080;1000;2550;;;;;;;
470;23270;1030;6790;1160;2380;;;;;;;
360;23770;580;9900;970;2440;;;;;;;
430;23760;680;11760;1030;3080;;;;;;;
510;24080;1090;13300;1020;2680;;;;;;;
860;24160;210;16440;1030;2670;;;;;;;
1230;24080;400;16580;1070;2530;;;;;;;
850;25350;60;11640;1010;2570;;;;;;;
850;24640;630;8580;1000;2500;;;;;;;
480;24340;710;5630;1030;2640;;;;;;;
500;23830;60;6720;1040;2890;;;;;;;
210;23740;370;6260;1030;2430;;;;;;;
580;23860;110;9110;1000;2710;;;;;;;
410;23910;600;7450;1010;2580;;;;;;;
470;23950;50;9720;1020;2620;;;;;;;
830;24030;360;9100;1050;2470;;;;;;;
620;24740;1170;8340;1050;2640;;;;;;;
640;23810;640;10010;1010;2780;;;;;;;
830;23730;700;8800;1030;2260;;;;;;;
480;23930;390;12780;1060;2550;;;;;;;
660;23740;820;12810;1010;2670;;;;;;;
510;23660;120;10250;1030;2660;;;;;;;
640;23620;370;11340;1000;2750;;;;;;;
610;23660;690;14260;1010;2770;;;;;;;
410;23380;1260;16780;970;2880;;;;;;;
310;23900;710;8990;920;2740;;;;;;;
760;23780;220;11560;1010;2680;;;;;;;
520;23710;630;11820;930;2640;;;;;;;
640;23820;540;10370;990;2720;;;;;;;
420;23700;50;11730;1010;2740;;;;;;;
180;23950;510;12190;1000;2980;;;;;;;
800;23940;680;12930;950;2650;;;;;;;
390;23760;750;11650;940;2730;;;;;;;
590;23770;580;10470;940;2730;;;;;;;
370;23880;500;7970;1000;2690;;;;;;;
570;23720;350;10390;1010;2990;;;;;;;
270;23730;1460;17680;1020;2810;;;;;;;
570;23890;420;13230;1000;2870;;;;;;;
300;23720;530;17100;1060;2710;;;;;;;
680;23630;900;10940;1180;2800;;;;;;;
390;23860;870;10880;1040;2480;;;;;;;
370;23880;1870;6750;1000;2430;;;;;;;
640;23830;440;8450;920;3490;;;;;;;
510;23900;1310;7990;1400;2420;;;;;;;
300;23840;400;15420;1040;2690;;;;;;;
480;24140;450;11620;920;2710;;;;;;;
730;23980;390;7630;1060;2730;;;;;;;
750;23810;630;7780;930;2670;;;;;;;
1730;23750;1570;8670;960;2660;;;;;;;
1850;23770;250;15120;960;2570;;;;;;;
4560;23900;80;13070;1000;2590;;;;;;;
1040;23570;410;11810;980;2730;;;;;;;
5330;23620;50;10870;950;2720;;;;;;;
2010;24100;1360;11650;1130;2610;;;;;;;
990;23890;770;10990;1040;2840;;;;;;;
2120;24390;170;6710;1020;2730;;;;;;;
3560;25060;800;5320;1020;2540;;;;;;;
1360;26120;460;6140;1030;2600;;;;;;;
280;23840;60;6420;1000;2520;;;;;;;
1080;23480;900;6350;1020;2410;;;;;;;
1560;23620;80;11200;1060;2710;;;;;;;
1710;23710;180;7230;1010;2810;;;;;;;
2090;23950;660;8320;1010;3260;;;;;;;
740;23740;70;9690;1010;2510;;;;;;;
870;23520;1380;6120;1010;2690;;;;;;;
400;24050;100;11300;1020;2400;;;;;;;
640;23560;830;8880;1020;2610;;;;;;;
360;23640;300;7720;1010;2490;;;;;;;
560;24090;80;6520;1200;2700;;;;;;;
480;23670;580;8040;1000;2410;;;;;;;
650;23570;610;7140;1050;2750;;;;;;;
470;23660;70;5200;930;2790;;;;;;;
350;23800;110;10760;1010;2600;;;;;;;
530;23960;980;10560;1020;2860;;;;;;;
570;23970;570;5050;1010;2730;;;;;;;
2530;24060;550;9250;1020;2500;;;;;;;
240;23750;60;9840;1010;2770;;;;;;;
1630;23930;410;12460;1000;2740;;;;;;;
230;23590;440;8680;1000;2620;;;;;;;
650;24460;270;4680;1010;2840;;;;;;;
750;24140;30;4680;1020;2480;;;;;;;
340;24100;180;6020;1110;3410;;;;;;;
1450;23770;70;6110;1020;2990;;;;;;;
840;25080;40;4280;1050;2780;;;;;;;
2070;23970;80;11050;1010;2670;;;;;;;
38350;23770;50;8530;1110;2500;;;;;;;
3670;24330;20;11160;1090;2380;;;;;;;
8460;23980;330;11720;1030;2630;;;;;;;
3430;23920;390;4440;940;2340;;;;;;;
770;23730;290;4190;950;2690;;;;;;;
550;23740;60;11090;1020;2740;;;;;;;
1450;23680;100;15900;1020;2490;;;;;;;
630;23630;380;4780;940;2850;;;;;;;
470;23790;390;5300;1020;2880;;;;;;;
1240;23610;290;7420;1050;2690;;;;;;;
790;23560;360;7520;1010;2590;;;;;;;
700;23600;260;6890;1030;2800;;;;;;;
1650;24120;470;14150;1050;2530;;;;;;;
3170;25290;330;6410;1030;2790;;;;;;;
650;23740;490;6680;1000;2640;;;;;;;
420;23660;320;4610;1160;2810;;;;;;;
600;23930;440;9760;1010;2560;;;;;;;
560;24060;360;3580;1050;3030;;;;;;;
340;23480;410;3620;1050;2930;;;;;;;
540;24630;370;4480;980;2850;;;;;;;
780;24750;420;6140;840;2470;;;;;;;
550;23840;270;5200;1010;2380;;;;;;;
320;23770;500;5080;1010;2490;;;;;;;
480;23800;360;3140;1010;2740;;;;;;;
380;23870;900;5290;1020;2960;;;;;;;
120;23710;330;7840;1050;2920;;;;;;;
2070;23800;240;6300;1030;2710;;;;;;;
940;23980;50;7150;1000;2900;;;;;;;
640;23640;30;11940;1030;2810;;;;;;;
900;24090;120;8880;970;2650;;;;;;;
980;23750;70;5110;940;2530;;;;;;;
340;23730;10;5530;1010;2880;;;;;;;
710;24010;80;9610;900;2740;;;;;;;
810;23950;40;12950;1000;3020;;;;;;;
870;24030;170;11150;980;2700;;;;;;;
370;23980;690;10490;1020;2720;;;;;;;
330;23680;90;11620;1000;3100;;;;;;;
1190;23880;130;12300;1020;2740;;;;;;;
250;23980;860;14230;1020;2750;;;;;;;
1380;23740;490;11740;1020;2840;;;;;;;
510;23620;460;9150;1020;3100;;;;;;;
80;23800;60;10370;1060;2670;;;;;;;
1260;23720;930;10760;1010;2700;;;;;;;
280;23960;610;13700;1010;2710;;;;;;;
300;23620;960;16260;1050;2750;;;;;;;
410;23610;70;12890;1010;2670;;;;;;;
180;23830;470;3750;1020;2970;;;;;;;
440;24100;110;7820;1150;2700;;;;;;;
680;23890;0;5690;1030;2430;;;;;;;
1100;23940;70;4650;1020;2730;;;;;;;
360;23720;230;5540;990;2840;;;;;;;
510;23380;20;16370;960;2180;;;;;;;
890;23960;160;17810;960;2320;;;;;;;
50;24100;220;11790;1070;2650;;;;;;;
730;25300;530;11080;1050;2600;;;;;;;
1540;23930;400;11530;1020;2920;;;;;;;
540;23730;350;8020;1010;2910;;;;;;;
310;23760;610;7600;1020;2420;;;;;;;
300;24020;370;5980;1020;2500;;;;;;;
340;24020;70;11860;1020;2950;;;;;;;
620;23940;80;10290;1220;2430;;;;;;;
300;23730;110;9890;1010;2570;;;;;;;
540;23700;40;4740;1030;2780;;;;;;;
600;23920;90;5230;1040;2890;;;;;;;
1020;24000;60;6890;1000;2620;;;;;;;
1030;23440;140;6620;1010;3130;;;;;;;
1520;24100;50;6500;1020;2890;;;;;;;
330;23900;60;8390;1030;2760;;;;;;;
530;25140;40;12630;1040;2610;;;;;;;
210;24760;110;10000;1020;2730;;;;;;;
1870;23960;60;6780;1030;2800;;;;;;;
850;23770;140;4230;980;3210;;;;;;;
600;23670;150;5660;1020;2960;;;;;;;
480;23750;80;12260;1070;2570;;;;;;;
90;23470;60;11580;1000;2900;;;;;;;
1080;23850;80;12880;1020;2700;;;;;;;
720;23790;60;11700;1030;2200;;;;;;;
1460;23730;600;15070;1000;2840;;;;;;;
1350;23730;440;10870;1050;2540;;;;;;;
350;23830;1120;4000;1030;2700;;;;;;;
570;23640;1590;4490;1010;2760;;;;;;;
550;23640;1420;3960;1080;2530;;;;;;;
760;23440;1550;9320;1020;2690;;;;;;;
310;23930;1790;10270;1020;2780;;;;;;;
580;23740;3090;8390;1010;2920;;;;;;;
430;23590;2060;4660;1010;2620;;;;;;;
250;23870;80;3600;1010;2680;;;;;;;
350;24260;750;4730;1040;3070;;;;;;;
470;23580;40;4230;1050;2490;;;;;;;
450;23720;1290;7070;1000;2500;;;;;;;
380;23910;1180;5160;1010;2860;;;;;;;
460;23920;920;16530;1020;2690;;;;;;;
280;23760;60;20130;1000;2640;;;;;;;
300;24310;300;11050;1010;2650;;;;;;;
210;24370;900;13900;1050;2530;;;;;;;
220;25200;60;11000;1010;2660;;;;;;;
280;23650;1490;14270;1020;2610;;;;;;;
360;23720;550;14190;1040;2590;;;;;;;
270;23920;70;12890;1030;2480;;;;;;;
250;25350;350;9330;1000;2780;;;;;;;
140;23620;300;10030;1040;2760;;;;;;;
20;23780;160;12800;1010;2550;;;;;;;
30;23660;600;6480;1010;2580;;;;;;;
350;24300;400;11320;1000;2980;;;;;;;
330;23920;1660;7500;1010;2570;;;;;;;
420;23810;180;4080;1040;2620;;;;;;;
360;23920;50;4140;1000;2870;;;;;;;
150;23830;810;9520;1030;2810;;;;;;;
60;23450;510;12450;1170;2730;;;;;;;
280;23710;1310;14220;1030;2920;;;;;;;
400;23970;250;8020;1090;2800;;;;;;;
270;24230;60;11150;1030;2940;;;;;;;
110;23730;170;14380;1030;2480;;;;;;;
240;23860;70;7450;1180;2700;;;;;;;
350;23880;60;7390;1020;2620;;;;;;;
320;23780;60;11320;1030;2610;;;;;;;
280;23990;60;8740;1010;3040;;;;;;;
240;24820;60;11130;1010;3200;;;;;;;
290;25170;60;11780;1050;2760;;;;;;;
110;23960;40;11630;1010;2590;;;;;;;
50;23920;60;9520;1080;2930;;;;;;;
110;24130;90;10610;1040;2970;;;;;;;
30;23510;290;10850;1040;2710;;;;;;;
170;23790;960;11960;990;2740;;;;;;;
430;24030;390;12470;1050;2740;;;;;;;
300;23890;310;10710;900;2780;;;;;;;
250;23610;920;13110;930;2470;;;;;;;
220;23660;550;12000;970;3110;;;;;;;
280;24060;300;12290;1000;2850;;;;;;;
230;23650;460;9420;1030;2580;;;;;;;
290;23510;420;10200;1030;2680;;;;;;;
330;23450;530;11590;990;2680;;;;;;;
310;23730;560;10520;1010;2210;;;;;;;
190;23610;310;10830;900;2620;;;;;;;
220;23840;230;10550;1150;2630;;;;;;;
350;25430;90;17010;1010;2880;;;;;;;
250;24230;70;18360;1020;2520;;;;;;;
200;23710;80;12010;1190;2870;;;;;;;
170;23830;60;10650;1030;2550;;;;;;;
150;23940;50;10000;1060;3180;;;;;;;
10;23680;130;10920;1000;2770;;;;;;;
110;23800;60;9940;1000;3480;;;;;;;
20;24090;90;9690;1210;3520;;;;;;;
60;23650;190;9020;1020;3600;;;;;;;
120;24140;20;9090;1060;3060;;;;;;;
350;23850;330;7930;1000;3450;;;;;;;
240;23910;30;6050;980;3430;;;;;;;
410;23700;270;3670;960;2670;;;;;;;
260;24260;190;3930;960;3380;;;;;;;
190;23690;430;5380;980;3710;;;;;;;
150;23850;310;6580;1020;3150;;;;;;;
230;23870;850;9620;1030;2760;;;;;;;
320;25310;940;8720;1010;2720;;;;;;;
180;23710;2690;9210;1000;2400;;;;;;;
250;23830;820;10270;1010;2390;;;;;;;
180;23800;370;6440;1120;2940;;;;;;;
300;24130;430;5590;1300;3020;;;;;;;
290;23860;330;9940;1280;2260;;;;;;;
350;24420;270;9210;1430;2860;;;;;;;
350;23770;2190;9690;1320;2460;;;;;;;
380;23940;50;7720;1690;2480;;;;;;;
320;23760;70;8510;1180;2560;;;;;;;
440;24010;550;8820;1140;2980;;;;;;;
180;23660;350;11390;960;2830;;;;;;;
250;23930;360;8640;930;2860;;;;;;;
280;24880;640;8330;930;2670;;;;;;;
330;24750;350;7650;980;2800;;;;;;;
250;24150;370;8880;960;2630;;;;;;;
200;24450;530;10040;900;2590;;;;;;;
210;24140;180;9070;930;2590;;;;;;;
60;23950;40;10000;870;2680;;;;;;;
140;23890;790;12890;890;2580;;;;;;;
180;23880;250;10200;930;2470;;;;;;;
290;23810;50;10130;1040;2480;;;;;;;
300;23990;120;12560;980;2530;;;;;;;
160;23880;130;14960;940;2770;;;;;;;
280;29610;620;13340;980;2690;;;;;;;
190;24120;670;9700;940;2980;;;;;;;
160;24070;50;10240;890;2820;;;;;;;
330;23750;120;10740;940;2510;;;;;;;
250;23830;100;11110;910;2650;;;;;;;
260;24360;40;11000;1020;2970;;;;;;;
390;23830;40;10810;1030;2590;;;;;;;
180;23670;100;10270;1000;2980;;;;;;;
330;23750;80;9790;1020;3020;;;;;;;
370;23950;70;9930;1030;2670;;;;;;;
390;24200;70;10390;1010;2500;;;;;;;
360;23610;30;9750;1020;2430;;;;;;;
280;24280;110;9860;1020;2690;;;;;;;
220;23890;140;10830;1050;3440;;;;;;;
960;23670;390;10360;1010;2660;;;;;;;
1070;23920;300;10100;1040;2900;;;;;;;
260;24010;590;6740;1010;2710;;;;;;;
190;23880;440;3130;1020;2690;;;;;;;
310;24300;740;6170;1010;2600;;;;;;;
390;23590;240;9830;1070;2890;;;;;;;
230;24040;270;8500;1030;2600;;;;;;;
290;24100;380;11220;1020;2400;;;;;;;
290;23680;380;10190;1030;2210;;;;;;;
230;23700;330;8930;1020;2830;;;;;;;
270;24240;460;26490;1000;2770;;;;;;;
300;23970;460;17230;1020;2640;;;;;;;
250;23800;620;16260;1040;2750;;;;;;;
260;24080;360;19930;1070;3110;;;;;;;
300;23970;410;14640;1040;4570;;;;;;;
290;23730;380;13170;1030;2930;;;;;;;
460;23570;350;14710;1040;2690;;;;;;;
370;24020;530;8420;1010;2810;;;;;;;
210;24060;370;10350;1030;2940;;;;;;;
320;24040;320;10670;1070;2750;;;;;;;
270;23800;560;12080;1040;2420;;;;;;;
370;23620;720;13390;1030;2590;;;;;;;
390;23810;320;10340;1010;2760;;;;;;;
80;24020;400;9190;950;2790;;;;;;;
110;24720;300;5020;930;2920;;;;;;;
280;25430;380;5080;940;2740;;;;;;;
230;24290;370;3770;1010;2610;;;;;;;
220;25420;440;5480;1000;2110;;;;;;;
210;23640;340;4450;930;2170;;;;;;;
260;23730;380;4500;940;2290;;;;;;;
280;24110;340;13420;970;3320;;;;;;;
270;23770;270;13550;1150;3010;;;;;;;
250;24580;100;9870;1000;2540;;;;;;;
340;23700;30;10280;1040;3020;;;;;;;
90;23750;130;11930;950;2590;;;;;;;
80;23950;720;10460;960;2640;;;;;;;
270;23850;70;9230;930;2610;;;;;;;
200;23610;300;7160;930;2880;;;;;;;
290;24190;340;3610;1030;2570;;;;;;;
290;23630;260;9170;1010;2740;;;;;;;
330;24060;310;12670;1010;2390;;;;;;;
320;23940;540;10390;1030;2680;;;;;;;
310;23810;730;10390;1040;2620;;;;;;;
200;24200;360;15120;1010;2600;;;;;;;
190;24080;420;11950;1010;2800;;;;;;;
230;23850;390;18850;1020;2580;;;;;;;
230;23660;390;11170;1010;3710;;;;;;;
260;23890;420;9350;1030;2620;;;;;;;
350;23950;270;10490;1060;2770;;;;;;;
380;23730;450;11610;1030;2940;;;;;;;
240;24030;320;11090;1090;2580;;;;;;;
280;23970;530;14470;1000;2670;;;;;;;
240;24110;70;9000;1020;2640;;;;;;;
270;23640;290;9920;1010;2660;;;;;;;
140;26280;120;10820;1020;2710;;;;;;;
40;23920;90;9400;1050;2730;;;;;;;
60;23980;220;10580;1020;3030;;;;;;;
230;23980;90;11120;1020;2740;;;;;;;
300;24230;30;9050;980;2500;;;;;;;
320;24480;1160;9700;950;2730;;;;;;;
360;28690;50;12700;1000;2700;;;;;;;
290;23590;310;9210;1010;2570;;;;;;;
240;23760;430;10540;1020;2880;;;;;;;
100;24250;490;10010;960;2740;;;;;;;
180;24420;370;9300;910;3420;;;;;;;
350;24350;440;9650;970;2670;;;;;;;
330;23940;390;11660;1000;2710;;;;;;;
170;25660;400;9090;1280;2980;;;;;;;
50;24210;320;10120;1120;2670;;;;;;;
70;23720;350;10000;1200;3000;;;;;;;
20;23790;360;12270;1190;2580;;;;;;;
130;24150;420;12790;4140;2830;;;;;;;
290;25580;480;11040;1050;2620;;;;;;;
200;24160;450;9670;1070;2680;;;;;;;
60;24590;320;9040;1120;2600;;;;;;;
50;24160;1050;9830;1240;2910;;;;;;;
30;24250;460;9990;1280;2580;;;;;;;
70;24410;310;11640;900;2580;;;;;;;
220;28480;370;11000;1020;3000;;;;;;;
290;23850;320;9960;960;2650;;;;;;;
380;23780;440;8640;1040;2980;;;;;;;
320;23920;380;10080;4800;2810;;;;;;;
340;23710;410;10960;1020;2560;;;;;;;
370;23940;370;9300;3420;2500;;;;;;;
200;24890;440;14140;1080;2510;;;;;;;
300;23870;460;13440;1040;2690;;;;;;;
240;24100;350;17210;920;2460;;;;;;;
240;23970;540;10090;1700;2860;;;;;;;
80;23960;410;9910;1330;2870;;;;;;;
110;23930;800;10850;950;2540;;;;;;;
280;24080;400;10460;990;2630;;;;;;;
170;24100;440;9890;920;2700;;;;;;;
60;23820;380;10930;1020;2650;;;;;;;
60;24280;450;10640;1270;2700;;;;;;;
50;24270;340;9950;950;2760;;;;;;;
100;23910;660;9940;950;2620;;;;;;;
270;24060;360;9100;1030;2510;;;;;;;
310;24090;390;10570;1030;2940;;;;;;;
250;23930;340;15720;4210;2620;;;;;;;
220;23620;590;14150;1050;3210;;;;;;;
220;23810;320;11580;1150;2880;;;;;;;
280;24150;460;14590;17050;2520;;;;;;;
420;23620;300;11490;1780;2560;;;;;;;
60;23650;450;10330;1820;2680;;;;;;;
230;23960;310;8890;1030;2380;;;;;;;
370;23600;380;3440;1050;2710;;;;;;;
500;23720;340;3590;1070;3060;;;;;;;
850;23740;370;7280;24610;2510;;;;;;;
170;26010;360;9520;1170;2710;;;;;;;
270;23920;520;9790;1380;3530;;;;;;;
300;23850;380;9860;1210;2990;;;;;;;
250;24120;390;10490;1170;2630;;;;;;;
260;23920;330;9360;1300;2890;;;;;;;
