CouchBase,Memcached,Mongo,Orient,Redis,Riak
570,0,350,1390,50,42770,
460,10,1700,1380,40,34090,
480,0,1090,1440,190,30060,
750,0,1200,1390,40,32260,
360,10,1760,2580,30,30260,
450,10,1650,1190,120,25880,
520,0,1500,1390,50,31330,
460,10,940,1730,30,40660,
690,30,640,1350,50,37670,
510,10,1170,1490,60,37500,
760,20,1930,1580,50,27060,
580,0,380,1660,40,34110,
520,10,870,1300,20,30870,
620,30,1160,1740,100,27740,
420,0,450,2830,20,29470,
500,0,1300,1720,0,33850,
450,10,1260,2150,40,32760,
750,10,1010,1980,30,32630,
340,20,420,2890,20,33960,
550,20,1110,2100,80,28050,
440,0,590,1740,80,33960,
490,10,1470,1450,60,35320,
460,10,1260,1690,40,29740,
390,0,2240,1630,20,29980,
460,0,290,2010,20,27450,
520,0,1310,1430,0,37770,
610,0,1730,970,80,24570,
570,0,1020,1350,40,30340,
580,30,540,1160,160,36460,
420,50,330,1440,20,30450,
520,20,230,1660,20,26340,
460,10,470,2510,180,23540,
410,10,370,3540,60,26860,
600,40,730,3160,30,24540,
560,30,1080,1990,110,33850,
580,10,630,1690,90,32300,
500,20,1170,2330,50,26360,
350,0,610,2660,50,25180,
520,20,810,2830,70,24590,
510,10,360,3280,50,30460,
490,20,530,2890,0,25120,
830,10,510,2230,40,27760,
400,30,940,1630,40,28950,
320,10,390,1800,20,28760,
500,0,390,1730,70,27630,
530,0,430,1680,20,27940,
630,20,960,3330,10,25490,
460,30,790,2130,10,25530,
680,30,280,1420,40,24080,
560,10,1150,1010,50,25360,
380,0,980,1300,0,24120,
510,10,610,1170,40,24370,
690,40,70,2310,60,31280,
500,10,690,2000,100,27880,
430,0,360,1270,50,23890,
520,20,1330,2380,10,24780,
380,20,670,1510,20,24870,
520,20,730,1540,30,25610,
510,30,150,1680,30,29130,
530,20,720,2380,90,26330,
500,10,980,1210,20,27450,
470,20,1600,1870,30,32740,
590,0,820,1360,50,27420,
540,20,600,1010,0,25160,
490,0,390,1620,120,24290,
540,0,1650,1520,80,26600,
230,0,700,1550,110,35030,
410,30,900,1470,30,26600,
460,0,400,1320,80,34020,
380,0,780,1930,60,28250,
420,10,420,2330,70,23840,
390,10,240,1330,40,25300,
490,10,740,1470,20,25170,
410,30,330,1590,60,31640,
510,0,470,1020,60,30480,
390,20,1420,1210,140,23800,
500,20,410,1430,30,32210,
440,10,440,750,40,27620,
420,10,960,1510,140,33780,
420,20,180,1180,50,29650,
600,0,590,1260,30,26240,
620,20,290,1470,20,28190,
520,0,500,890,50,35380,
640,20,450,1170,20,41280,
550,30,680,1860,60,33600,
330,0,270,2710,20,24670,
420,10,510,2690,60,28160,
450,30,660,1320,20,28190,
430,40,440,1560,10,31790,
450,10,280,1620,40,30370,
430,20,810,1990,90,24850,
640,0,960,1160,70,29770,
470,10,370,1070,30,24480,
450,20,520,1340,50,28420,
690,10,390,1830,60,23490,
570,30,700,1360,50,27140,
410,0,1190,960,40,28150,
500,60,920,2000,40,24650,
290,20,870,1220,40,27270,
430,20,480,1550,20,31920,
320,10,500,1390,20,25030,
540,40,810,1560,60,25800,
490,10,870,1150,220,25290,
390,0,1600,1200,20,30950,
360,0,520,1440,40,27870,
450,60,910,1040,110,23180,
540,0,870,1400,50,25170,
660,30,740,1480,10,22850,
900,0,510,1250,40,25990,
810,30,1080,1330,0,24940,
940,10,580,1680,30,25390,
940,20,970,1180,30,32330,
650,10,630,1450,60,22020,
560,40,1140,1760,100,27810,
470,20,620,2290,20,33720,
700,10,940,1280,30,39870,
490,10,700,1020,60,28070,
510,10,510,1150,80,31700,
320,20,230,1330,60,24190,
510,20,360,1150,40,30120,
410,0,1070,2180,70,34450,
490,40,1450,1300,20,26470,
380,10,270,1270,70,28660,
460,10,200,1310,20,30380,
500,10,230,1390,110,29740,
750,0,110,1300,70,33980,
480,10,920,1510,30,32920,
460,30,790,1470,30,31280,
550,20,480,1300,30,25670,
400,30,1120,1050,10,29960,
470,0,140,1690,40,31420,
