CouchBase;Memcached;Mongo;Orient;Redis;Riak;Funkcja;CouchBase;Memcached;Mongo;Orient;Redis;Riak
1560;26420;1080;15770;1360;4920;;;;;;;
1630;27620;2360;14120;1430;4900;;;;;;;
1380;26790;2550;13840;1360;4680;;;;;;;
1850;26760;1140;7930;1300;5300;;;;;;;
2110;26530;3740;10020;1300;4860;;;;;;;
1620;27340;2230;14340;1150;4740;;;;;;;
1860;26360;1810;13030;1330;4610;;;;;;;
2130;26350;1720;13250;1470;4760;;;;;;;
1700;27220;2760;16280;1230;5110;;;;;;;
2420;26260;1670;8720;1260;4770;;;;;;;
1700;26460;1510;11320;1270;5120;;;;;;;
1660;26420;1460;7960;1300;5090;;;;;;;
1520;26690;1910;15450;1240;4770;;;;;;;
1770;26530;1860;15390;1230;5130;;;;;;;
1520;27100;2040;15780;1530;4890;;;;;;;
1630;27130;5160;15040;1410;5220;;;;;;;
1680;26370;1970;24940;1200;5140;;;;;;;
1690;27300;1450;8530;1270;6640;;;;;;;
1490;28480;2000;14520;1210;5580;;;;;;;
2290;27020;2830;12490;1340;7090;;;;;;;
1590;26320;1940;12220;1430;6230;;;;;;;
1190;26520;1930;13500;1420;5190;;;;;;;
2290;26390;1550;13430;1600;5720;;;;;;;
1330;26620;1730;11720;1360;4840;;;;;;;
1460;26700;1760;10520;1270;4890;;;;;;;
2190;26460;1440;34420;1210;5130;;;;;;;
1520;26570;1650;18870;1140;4570;;;;;;;
1420;26450;2670;17080;1090;9980;;;;;;;
1780;26470;1920;11830;1420;45280;;;;;;;
1670;26430;2000;45590;1330;6770;;;;;;;
1490;26810;1960;11090;1220;4960;;;;;;;
2220;26290;2240;9500;1440;4980;;;;;;;
1540;26190;1360;15570;1480;5730;;;;;;;
1330;26720;1630;22960;1550;5140;;;;;;;
1510;26150;2270;16020;1420;4980;;;;;;;
2360;26880;1980;8000;1410;6630;;;;;;;
1850;26360;1470;11550;1330;4720;;;;;;;
1930;27090;1570;12660;1120;5260;;;;;;;
1780;26530;1450;14530;1140;4940;;;;;;;
1560;26190;1670;12670;1160;4990;;;;;;;
1600;26600;2160;10000;1210;4710;;;;;;;
1440;26620;2500;10410;1350;5230;;;;;;;
1460;30870;1940;7820;1450;5020;;;;;;;
1790;27830;1760;9220;1530;4850;;;;;;;
1390;27450;2760;9400;1520;4760;;;;;;;
1590;26620;1990;15260;1360;5010;;;;;;;
1480;26440;1220;16910;1230;5390;;;;;;;
3560;26490;2400;19930;1160;4820;;;;;;;
1640;26470;1810;12670;1380;5220;;;;;;;
1780;26330;1560;21260;1170;5480;;;;;;;
3090;26730;1860;7870;1170;5120;;;;;;;
2070;26740;1950;8240;1430;5050;;;;;;;
2020;26780;1810;12360;1430;5490;;;;;;;
1730;26560;2490;8250;1310;5320;;;;;;;
3270;28510;1670;9420;1600;5350;;;;;;;
2320;26590;1450;7190;1660;4930;;;;;;;
3030;26410;1800;12930;2000;4830;;;;;;;
2160;26860;2700;10120;2350;5130;;;;;;;
2830;26420;1740;9340;2420;4730;;;;;;;
2730;27130;1450;19470;1910;5050;;;;;;;
1530;26340;2110;11180;1450;4820;;;;;;;
4980;26510;2960;13470;1230;5070;;;;;;;
2640;26790;1280;13730;1230;5130;;;;;;;
2960;26430;2100;8660;1360;4780;;;;;;;
2840;26630;2100;7650;1640;4780;;;;;;;
2600;26700;1720;7010;1400;5050;;;;;;;
1750;26610;1660;14010;1560;5140;;;;;;;
3210;26430;1700;19380;1500;4620;;;;;;;
6160;26600;2090;11850;1370;5250;;;;;;;
1620;26470;2210;9100;1500;4970;;;;;;;
3590;26220;1440;7040;1320;5100;;;;;;;
1710;26550;2950;9900;1420;4750;;;;;;;
1940;26710;3870;12630;1190;5780;;;;;;;
2040;26290;3120;8480;1260;4880;;;;;;;
1660;26830;2250;14360;1200;5220;;;;;;;
1450;26390;2350;11910;1270;5090;;;;;;;
1660;26520;1360;8310;1200;4820;;;;;;;
1620;27280;2510;7290;1260;4880;;;;;;;
4250;26480;2070;7510;1220;4830;;;;;;;
2410;26680;2780;6400;1140;5470;;;;;;;
2220;26600;2250;16110;1260;4820;;;;;;;
1880;26860;1910;9370;1460;5480;;;;;;;
1820;26770;1900;12310;1590;5090;;;;;;;
1930;26380;4130;11200;1210;4960;;;;;;;
1940;26600;2110;14740;1180;5080;;;;;;;
2160;26760;2650;8720;1490;4970;;;;;;;
1750;28890;2630;6970;1390;5060;;;;;;;
1530;26560;2380;16430;1210;4690;;;;;;;
1870;29280;1560;9170;1370;4860;;;;;;;
2290;26480;1980;8390;1370;4920;;;;;;;
1620;26860;2340;11620;1520;5170;;;;;;;
2020;28520;4970;8550;1340;5000;;;;;;;
1580;26620;4960;14590;1450;4890;;;;;;;
1750;26830;3130;7280;1540;4940;;;;;;;
1460;27000;3880;8100;1510;4930;;;;;;;
1920;27250;4880;16730;1500;4670;;;;;;;
2100;26420;3270;15580;1200;5090;;;;;;;
1260;26930;2190;13560;1140;5270;;;;;;;
1540;26490;7840;18200;1180;4570;;;;;;;
5410;26220;2270;15040;1200;4750;;;;;;;
2090;26450;1370;17290;1300;5310;;;;;;;
2000;26710;4430;17850;1180;5250;;;;;;;
4100;26380;1310;11750;1160;5290;;;;;;;
1260;26660;2280;10720;1370;4740;;;;;;;
3140;26610;3270;7020;1360;4930;;;;;;;
2120;26690;1180;12300;1290;5360;;;;;;;
1640;26770;3770;18380;1410;4950;;;;;;;
1480;26510;1050;9240;1390;4820;;;;;;;
1630;26170;1670;12210;1430;5410;;;;;;;
2700;26830;7040;13310;1210;5100;;;;;;;
1670;26230;2140;5880;1610;5310;;;;;;;
5450;26500;2590;8680;1310;4670;;;;;;;
1880;26630;1340;6520;1510;5190;;;;;;;
3030;26320;1710;10190;1500;5000;;;;;;;
4590;26270;2110;11250;1530;4770;;;;;;;
3750;26550;1880;13340;1500;4910;;;;;;;
4090;26110;2290;9430;1450;5030;;;;;;;
3410;27390;1850;12300;1420;5140;;;;;;;
4320;26610;2260;6610;1420;4930;;;;;;;
3430;26810;2030;13160;1450;5080;;;;;;;
2670;26600;2250;10310;1580;4900;;;;;;;
3120;26660;1550;13370;1450;4720;;;;;;;
2200;26490;1950;15530;1420;4750;;;;;;;
1530;26710;1610;48770;1550;4970;;;;;;;
1790;26700;1800;13390;1370;5120;;;;;;;
1890;27160;1370;24960;1610;4950;;;;;;;
2010;26580;1390;31750;1410;5400;;;;;;;
1920;27000;2110;16530;1540;4960;;;;;;;
2260;28740;1150;20170;1290;4770;;;;;;;
1910;28040;2200;11930;1180;5230;;;;;;;
1930;26920;1320;9350;1260;5150;;;;;;;
1950;27380;1430;9850;1120;5150;;;;;;;
1780;26320;1670;15750;1260;4960;;;;;;;
2470;26980;1870;14830;1380;5460;;;;;;;
6180;26530;1840;15290;1540;5190;;;;;;;
2100;26330;1810;16060;1500;5370;;;;;;;
2020;26780;1730;13410;1420;5020;;;;;;;
2500;27270;2300;16890;1430;5020;;;;;;;
1930;26380;2080;17680;1210;5580;;;;;;;
3120;26630;1960;15630;1380;4620;;;;;;;
1420;26480;2090;13560;1300;4630;;;;;;;
2220;26650;1540;14720;1340;4690;;;;;;;
1740;26620;2970;13460;1500;5730;;;;;;;
2210;26560;1470;7450;1300;5330;;;;;;;
1790;26510;2050;8930;1250;4720;;;;;;;
1440;26470;1580;14260;1430;4720;;;;;;;
2100;26640;1860;15960;1260;4910;;;;;;;
1370;27710;2270;19920;1250;5060;;;;;;;
2120;26730;2870;19020;1210;5020;;;;;;;
1390;26530;1070;16290;1170;4920;;;;;;;
1680;26670;3210;15770;1220;5010;;;;;;;
2090;26770;2120;13000;1240;4740;;;;;;;
1990;29160;2180;16850;1310;4730;;;;;;;
9100;27500;2160;12130;1250;5230;;;;;;;
5260;26830;2670;13190;1290;4910;;;;;;;
1840;26640;2760;17320;1260;4910;;;;;;;
2630;26600;2510;24700;1160;5470;;;;;;;
2460;27100;2180;13320;1310;4840;;;;;;;
2630;26680;1550;11140;1650;4680;;;;;;;
2110;26590;1460;11030;1520;4750;;;;;;;
2630;26800;2340;20750;1400;5050;;;;;;;
2550;26820;1460;13450;1380;4780;;;;;;;
5860;26500;1690;7310;1450;5150;;;;;;;
2230;26890;3820;13020;1450;4820;;;;;;;
2940;29150;1670;7110;1320;4900;;;;;;;
2270;26630;1960;13550;1580;4780;;;;;;;
1570;26410;1200;16870;1510;4710;;;;;;;
1830;26450;1290;10400;1460;4940;;;;;;;
1630;26640;2940;8750;1650;5490;;;;;;;
1730;26930;1940;11220;1300;4750;;;;;;;
1470;26770;1280;9230;1480;4610;;;;;;;
1340;26490;2840;6360;1560;4760;;;;;;;
1860;26840;2490;10770;1450;4860;;;;;;;
1860;29030;4330;11960;1460;5220;;;;;;;
1780;26470;4500;9620;1480;4720;;;;;;;
2710;27450;4800;10510;1500;4850;;;;;;;
2210;26370;2670;10830;1260;4840;;;;;;;
2240;27130;2810;11960;1200;4910;;;;;;;
1450;26350;2450;10820;1300;5090;;;;;;;
1970;26460;2990;16750;1180;5090;;;;;;;
1520;26480;2140;14020;1220;5130;;;;;;;
1790;26740;3330;12700;1360;5250;;;;;;;
2290;26740;2120;8650;1490;5040;;;;;;;
1680;26460;2540;7000;1420;5060;;;;;;;
1770;26630;3090;13980;1450;5400;;;;;;;
1960;26780;1360;14840;1530;4720;;;;;;;
1490;26660;1590;50270;1440;4930;;;;;;;
2040;26480;1730;11120;1490;4850;;;;;;;
1790;26570;1350;21070;1400;4790;;;;;;;
5940;26890;2080;16480;1150;4990;;;;;;;
2070;26540;1480;11140;1310;5450;;;;;;;
2240;27410;1910;11990;1320;4900;;;;;;;
1690;26980;2790;22220;1490;4790;;;;;;;
2450;26550;1200;14530;1360;4670;;;;;;;
1450;26580;1700;10390;1330;5500;;;;;;;
1400;26610;2270;11890;1430;4450;;;;;;;
2070;26590;1590;12260;1520;4920;;;;;;;
1540;27430;1790;13420;1360;4600;;;;;;;
2260;27060;1500;17350;1360;5380;;;;;;;
1970;26520;1540;14260;1260;4850;;;;;;;
1360;26960;1880;9070;1390;4900;;;;;;;
2850;28680;1510;31600;1370;5040;;;;;;;
1870;26430;1640;10930;1380;4940;;;;;;;
1940;26700;1160;9730;1580;4900;;;;;;;
1720;26510;1630;13530;1330;5310;;;;;;;
2180;26440;1400;11660;1290;5140;;;;;;;
1630;26290;1410;8650;1460;4880;;;;;;;
2500;26360;3220;13690;1470;4730;;;;;;;
1660;26890;1250;18930;1460;4970;;;;;;;
5980;26660;1570;9410;1310;4550;;;;;;;
1660;26350;2250;7520;1200;4600;;;;;;;
2580;26500;1260;6800;1200;5180;;;;;;;
1940;26480;1970;8220;1230;4870;;;;;;;
1950;26980;2360;12600;1210;5070;;;;;;;
2270;26500;3330;9660;1210;5000;;;;;;;
1770;27500;2340;15170;1310;4670;;;;;;;
2820;28530;1380;15170;1510;5400;;;;;;;
1490;27550;1620;22000;1520;5440;;;;;;;
1330;27620;1970;16780;1310;5180;;;;;;;
1740;26720;2070;15130;1560;4990;;;;;;;
1410;26660;2660;17370;1350;5030;;;;;;;
2760;26600;1380;11850;1420;5080;;;;;;;
2640;26850;2430;18500;1410;5060;;;;;;;
1870;26370;2800;15250;1470;5710;;;;;;;
4190;26580;2320;6690;1460;6570;;;;;;;
3260;26750;2150;10120;1430;5530;;;;;;;
2000;26550;1680;15760;1480;5940;;;;;;;
1640;26430;1770;19880;1500;5490;;;;;;;
1510;26580;2040;15690;1500;5060;;;;;;;
1500;26570;2170;12880;1440;4360;;;;;;;
1450;26880;1380;21460;1390;4920;;;;;;;
2220;26180;4080;11100;1400;5060;;;;;;;
1350;26080;3110;6440;1320;4630;;;;;;;
1860;26390;1640;6110;1340;6350;;;;;;;
1520;26270;2570;9310;1280;6730;;;;;;;
1300;27020;2280;10490;1440;5120;;;;;;;
1550;26490;2450;10080;1450;4870;;;;;;;
1650;29390;2320;9950;1550;5050;;;;;;;
2400;26730;1680;13720;1440;5170;;;;;;;
1240;26640;2540;10640;1230;4870;;;;;;;
2620;26290;1730;5980;1160;5320;;;;;;;
1550;26850;3100;16420;1160;4890;;;;;;;
1410;26470;2480;14350;1380;5390;;;;;;;
2240;26130;1600;6920;1450;4950;;;;;;;
1200;26550;2710;6880;1580;4870;;;;;;;
1770;26680;3760;6700;1300;5160;;;;;;;
1410;26490;1820;12720;1380;4910;;;;;;;
1530;26650;1910;9980;1470;5220;;;;;;;
1420;26310;3120;8360;1530;5170;;;;;;;
1220;26440;1700;16490;1440;5210;;;;;;;
1850;26710;2720;15280;1460;4770;;;;;;;
1650;26920;1500;15470;1410;5000;;;;;;;
1330;27080;1520;13990;1540;5440;;;;;;;
1220;26540;2100;12760;1460;4830;;;;;;;
1290;26180;1370;14060;1310;4880;;;;;;;
1740;26500;2790;13930;1520;4950;;;;;;;
1390;26520;1170;13980;1440;4860;;;;;;;
1370;27620;3150;13210;1500;4800;;;;;;;
1420;26550;2100;9810;1490;4810;;;;;;;
1270;26380;1400;5350;1460;4820;;;;;;;
1280;28490;1630;5420;1330;5400;;;;;;;
1370;26820;2000;8710;1360;4850;;;;;;;
1130;28750;1960;13890;1440;5430;;;;;;;
1250;26750;1540;13180;1340;5160;;;;;;;
1550;26990;1320;7950;1130;4810;;;;;;;
1650;26650;1530;6940;1110;5390;;;;;;;
1520;26820;2330;12210;1120;4650;;;;;;;
1440;26580;1560;13020;1270;5150;;;;;;;
1340;26610;1770;21980;1770;4490;;;;;;;
1440;26470;1950;17430;1540;5020;;;;;;;
1370;26250;1420;13930;1280;5100;;;;;;;
1430;26410;1770;20690;1200;5000;;;;;;;
1280;26770;1260;19010;1160;5100;;;;;;;
1450;26710;1500;21820;1140;4850;;;;;;;
1300;28940;1270;13810;1180;5110;;;;;;;
1360;26280;1310;8400;1200;4800;;;;;;;
1390;26700;1460;7090;1440;4980;;;;;;;
1380;26640;1380;12560;1430;4830;;;;;;;
1620;26390;2520;12690;1450;5430;;;;;;;
1440;26740;2320;15000;1310;4970;;;;;;;
1320;26490;2850;13980;1570;5010;;;;;;;
1560;26460;2060;11630;1210;5020;;;;;;;
1470;26220;2630;6830;1170;5450;;;;;;;
1360;26460;2090;9280;1160;4820;;;;;;;
1900;27480;2270;12680;1170;4730;;;;;;;
1260;26450;3730;11860;1260;5280;;;;;;;
1480;26600;3080;14330;1260;4810;;;;;;;
1340;26510;1600;13340;1290;5400;;;;;;;
1450;26900;1430;13250;1480;4850;;;;;;;
1520;26550;2460;12680;1470;4880;;;;;;;
1740;26520;1870;10080;1450;4990;;;;;;;
1590;26400;1660;34210;1370;5090;;;;;;;
1520;26340;1470;21430;1330;5140;;;;;;;
1290;26410;1140;6100;1340;5210;;;;;;;
1520;26820;1700;11690;1540;5090;;;;;;;
1200;26730;2650;15750;1400;4580;;;;;;;
1570;26220;2420;14690;1400;4750;;;;;;;
1790;26990;1410;7350;1490;5240;;;;;;;
1810;27020;2480;14890;1460;4880;;;;;;;
3820;26230;2270;12090;1410;4900;;;;;;;
1540;28070;1850;10390;1420;5060;;;;;;;
1940;27390;1190;13230;1270;4930;;;;;;;
1590;26250;2010;8530;1200;4750;;;;;;;
1470;28140;1820;7670;1380;4830;;;;;;;
1430;26930;1630;6690;1600;5370;;;;;;;
1590;27410;1160;15590;1470;5330;;;;;;;
1510;26420;1510;11210;1170;4760;;;;;;;
1430;26410;3620;20050;1210;4580;;;;;;;
1760;26390;3500;12870;1460;5090;;;;;;;
1720;26430;3730;12580;1660;4930;;;;;;;
1670;26500;2960;7430;1470;4810;;;;;;;
1370;28760;8550;14860;1200;4900;;;;;;;
1640;26390;6550;14510;1170;5230;;;;;;;
1430;26550;1650;10150;1260;5030;;;;;;;
1920;26240;2240;10790;1490;4950;;;;;;;
1810;26440;1880;18500;1200;4880;;;;;;;
2180;26930;1750;12440;1360;5310;;;;;;;
1690;26730;1700;8950;1380;6010;;;;;;;
1420;26200;1160;7810;1380;4750;;;;;;;
1620;26390;1880;11920;1640;5040;;;;;;;
1660;26360;4500;10040;1620;4850;;;;;;;
1330;26300;3460;7550;1300;4740;;;;;;;
1520;26340;1670;6760;1460;4850;;;;;;;
1470;26270;1440;5940;1380;5400;;;;;;;
1450;26340;2170;9890;1390;5040;;;;;;;
1450;26580;1570;14410;1340;5220;;;;;;;
1520;26660;2790;12240;1420;5040;;;;;;;
1280;26860;1470;15630;1520;5050;;;;;;;
1480;26430;5490;14760;1460;5490;;;;;;;
1440;26410;4640;12850;1520;5040;;;;;;;
1240;26100;2410;12910;1540;5110;;;;;;;
1200;26470;3450;13310;1460;5000;;;;;;;
1330;26250;3780;14940;1440;4730;;;;;;;
1390;26160;1540;15160;1420;4850;;;;;;;
1270;26100;2640;17240;1590;5210;;;;;;;
1250;26120;1710;15530;1530;5150;;;;;;;
1460;26150;1650;11530;1170;4650;;;;;;;
1290;26980;1610;16130;1170;5000;;;;;;;
1150;26310;2020;14350;1130;5160;;;;;;;
1550;26210;2120;13850;1370;4740;;;;;;;
1220;26210;2430;16440;1300;4540;;;;;;;
2800;25870;2350;19250;1270;4750;;;;;;;
1620;26020;2180;17190;1210;4750;;;;;;;
1550;25740;1440;15680;1150;5000;;;;;;;
1650;26260;1670;13420;1180;4630;;;;;;;
1480;26750;3190;8720;1320;4760;;;;;;;
1580;26050;3020;12630;1350;5080;;;;;;;
1500;27580;1680;12070;1420;5890;;;;;;;
1510;29270;1650;11320;1360;4860;;;;;;;
1190;28190;1120;11770;1370;5270;;;;;;;
1420;26500;1690;6920;1590;4870;;;;;;;
1290;26010;1320;10810;1470;5500;;;;;;;
1420;26210;2380;14560;1490;4750;;;;;;;
1370;26090;2470;14220;1290;5100;;;;;;;
1270;26510;1550;12280;1170;4880;;;;;;;
1460;26510;2390;16910;1530;5020;;;;;;;
1520;26160;1690;21030;1540;5170;;;;;;;
1570;26700;3010;13940;1990;4830;;;;;;;
1430;26220;5020;9420;2280;4760;;;;;;;
1220;25650;4070;10410;1940;5370;;;;;;;
1400;26280;2930;9550;2020;5570;;;;;;;
1530;26020;2210;9890;1500;4960;;;;;;;
1220;25970;1820;8720;1190;5210;;;;;;;
1460;25800;2070;8270;1330;4840;;;;;;;
1430;25780;1290;9240;1420;5430;;;;;;;
1440;25800;1940;6860;1220;5120;;;;;;;
1300;26310;2440;7260;1190;5060;;;;;;;
2310;26300;1990;7500;1230;5070;;;;;;;
2200;26060;2000;7950;1230;5470;;;;;;;
1510;26080;2630;6260;2700;4830;;;;;;;
1480;26310;3130;7960;2300;4730;;;;;;;
1530;26440;1960;14660;2620;5050;;;;;;;
1390;26520;1420;12460;3140;5020;;;;;;;
1550;27020;2070;7290;6100;5110;;;;;;;
1510;26420;3670;6470;7290;5140;;;;;;;
1450;26300;3690;7190;2700;5090;;;;;;;
1920;26200;4170;8370;2040;5080;;;;;;;
1660;27610;3120;10020;1960;4890;;;;;;;
1350;26410;2480;8670;1580;4980;;;;;;;
1330;26620;2520;6900;1700;4890;;;;;;;
1380;26190;2610;8070;1540;4860;;;;;;;
1410;26610;1380;8200;1540;4880;;;;;;;
1760;26790;1730;6650;1350;5490;;;;;;;
1600;26110;2440;6310;1710;5090;;;;;;;
1310;26320;4200;7240;5200;4890;;;;;;;
1590;28450;1820;13450;1930;4910;;;;;;;
1680;26800;2060;10060;9620;4950;;;;;;;
1570;26500;1310;20770;7590;5150;;;;;;;
1550;26100;1100;30370;5590;4670;;;;;;;
1760;26690;2090;7230;2030;5120;;;;;;;
1420;26550;1150;7370;1940;5630;;;;;;;
1520;28100;1500;12100;2420;4740;;;;;;;
2860;26970;3300;11680;4280;4920;;;;;;;
1250;27140;2190;14070;1940;5200;;;;;;;
1220;26580;1680;13950;2910;4960;;;;;;;
1350;26790;1450;12350;2150;4850;;;;;;;
1530;26570;1570;9430;2400;4750;;;;;;;
1430;27260;1690;13470;1350;4900;;;;;;;
1580;26440;1720;14360;1930;5220;;;;;;;
1300;26360;2120;8990;1620;4670;;;;;;;
1380;26210;1300;11760;1410;4810;;;;;;;
1250;26320;1760;11230;1370;4890;;;;;;;
1430;26110;2030;8750;1350;5060;;;;;;;
1210;26300;2480;6930;1460;4860;;;;;;;
1280;26300;1100;9640;1600;5370;;;;;;;
1380;26230;1180;7470;1460;4790;;;;;;;
1530;26000;1830;8250;1470;5030;;;;;;;
1550;26210;1400;17290;1520;4970;;;;;;;
1990;26280;1730;14000;1450;4970;;;;;;;
1890;26300;1560;9600;1590;4920;;;;;;;
1250;26750;1650;8590;1390;4620;;;;;;;
1500;26340;1180;10150;1390;5020;;;;;;;
1730;26480;1530;9420;1400;5140;;;;;;;
1320;25930;1880;13180;1390;4810;;;;;;;
1290;26470;1420;10670;1570;4550;;;;;;;
1280;26370;1680;11080;1790;4880;;;;;;;
1480;26150;2090;10040;1410;5110;;;;;;;
1420;26800;2940;8270;1180;4640;;;;;;;
1790;26370;1580;8980;1210;4900;;;;;;;
1790;26090;1120;12260;1160;5270;;;;;;;
1540;25990;2060;14860;1270;5230;;;;;;;
1630;26390;1420;10350;1370;5410;;;;;;;
1360;28610;1720;15580;1360;5010;;;;;;;
1480;26460;1730;20360;1220;5350;;;;;;;
1360;26310;1550;8980;1150;4850;;;;;;;
1590;26230;2010;7910;1220;5030;;;;;;;
1640;26510;1530;7310;1530;4960;;;;;;;
1380;26440;1620;8960;1470;5150;;;;;;;
1410;26240;1320;13240;1300;5430;;;;;;;
1750;26180;1500;14780;1520;4770;;;;;;;
1580;26300;1050;15160;1740;5270;;;;;;;
1720;26430;1440;16480;1340;5360;;;;;;;
1470;26130;1420;17900;1280;4730;;;;;;;
1390;26650;1230;16120;1230;4930;;;;;;;
1540;26550;1610;9030;1210;5200;;;;;;;
1560;28120;1460;8530;1370;5020;;;;;;;
1660;27330;1930;6610;1310;4820;;;;;;;
1630;28150;1720;7170;1270;5250;;;;;;;
1350;26450;2340;19940;1220;5420;;;;;;;
1400;26450;1510;16670;1130;5710;;;;;;;
1360;26660;1720;19320;1800;6960;;;;;;;
1580;26280;2190;8540;1390;5720;;;;;;;
1430;26360;1680;15370;1190;5140;;;;;;;
1480;26570;1600;14630;1190;4770;;;;;;;
1480;26310;1510;16750;1290;5000;;;;;;;
1750;26360;1340;14950;1560;4900;;;;;;;
1730;26310;1810;15830;1530;4980;;;;;;;
1420;26390;1280;13420;1480;5630;;;;;;;
1390;26050;1290;15540;1460;6960;;;;;;;
1400;26780;1370;15300;1530;4990;;;;;;;
1510;26090;1320;17380;1480;4900;;;;;;;
1450;26320;1410;14660;1450;5160;;;;;;;
1370;26500;1450;17230;1400;5090;;;;;;;
1470;26380;1270;15460;1490;4800;;;;;;;
1640;26140;1760;14770;1120;4970;;;;;;;
