CouchBase;Memcached;Mongo;Orient;Redis;Riak;Funkcja;CouchBase;Memcached;Mongo;Orient;Redis;Riak
1670;25470;1740;13420;1460;4860;;;;;;;
1570;24660;1110;14650;1340;4530;;;;;;;
1710;24860;2130;14960;1420;4540;;;;;;;
1950;24970;1470;12230;1330;4720;;;;;;;
1810;25490;1710;12090;1210;4680;;;;;;;
2900;24770;1750;10070;1440;4490;;;;;;;
1890;25190;1210;11260;1270;4790;;;;;;;
2020;24890;1980;11170;1280;4490;;;;;;;
2140;27470;1810;13930;1140;4810;;;;;;;
1710;24480;2220;13030;1080;4220;;;;;;;
2190;24790;2050;13180;1380;4580;;;;;;;
2590;24710;2120;7760;1420;4590;;;;;;;
2530;24640;1040;9530;1270;4880;;;;;;;
2630;24610;3040;8930;1350;4250;;;;;;;
1790;25250;1360;8570;1230;4800;;;;;;;
1650;24510;1070;9290;1580;4390;;;;;;;
1900;24990;2100;14910;1240;4700;;;;;;;
1620;24880;1670;7490;1290;5150;;;;;;;
1950;24920;2330;8000;1370;4640;;;;;;;
1800;25010;1240;12220;1330;4680;;;;;;;
1830;24730;2610;8690;1320;4600;;;;;;;
1700;24610;1700;7580;1310;5340;;;;;;;
1680;24780;2750;8540;1430;4300;;;;;;;
1520;24920;2070;9700;1590;4750;;;;;;;
1610;24740;1500;17820;1100;4880;;;;;;;
1710;24970;2030;11120;1080;4650;;;;;;;
1760;25150;2300;11240;1120;4440;;;;;;;
2060;24810;1440;7100;1060;4800;;;;;;;
2710;24790;1850;8170;1060;4640;;;;;;;
2430;24780;2230;12080;1280;4770;;;;;;;
1710;24810;3180;6380;1090;4530;;;;;;;
1450;24470;2190;7380;1170;5090;;;;;;;
2160;25140;3010;7420;1380;4520;;;;;;;
1460;24590;2790;8100;1460;4380;;;;;;;
1580;24870;2060;9080;1290;4040;;;;;;;
2690;25650;1910;9290;1070;5080;;;;;;;
1830;25820;1760;24040;1110;5080;;;;;;;
1910;24740;2530;12620;1410;6260;;;;;;;
2390;24690;1620;14500;1320;5910;;;;;;;
1550;24510;3080;10530;1240;7100;;;;;;;
2390;25490;1330;9120;1790;4860;;;;;;;
1640;24550;1310;11190;1430;4620;;;;;;;
1780;24720;2830;14600;1270;4860;;;;;;;
1370;24890;1610;7180;1330;4440;;;;;;;
1850;26120;1600;8710;1320;4450;;;;;;;
1910;25500;1410;6860;1210;4520;;;;;;;
1400;25710;1360;8450;1150;4910;;;;;;;
1270;27260;1450;5920;1060;23070;;;;;;;
1330;25360;1960;6290;1090;4860;;;;;;;
1390;25300;2380;17480;1250;4620;;;;;;;
2070;24880;2310;18660;1090;4740;;;;;;;
2070;25290;2380;14230;1060;4670;;;;;;;
2070;25840;3100;13190;1230;4360;;;;;;;
1460;25790;1530;10070;1130;4850;;;;;;;
2100;26020;5900;11700;1260;4680;;;;;;;
1340;25440;6430;12450;1330;4550;;;;;;;
1150;25340;3910;28490;1280;4820;;;;;;;
1390;26020;1820;11020;1340;4670;;;;;;;
1690;25890;2320;12690;1280;4870;;;;;;;
1680;28180;2260;13230;1360;4510;;;;;;;
2810;26200;3350;12360;1300;4400;;;;;;;
1900;29260;1640;14670;1260;4590;;;;;;;
1460;25230;2020;7030;1350;4910;;;;;;;
1870;25000;1240;9960;1360;5300;;;;;;;
2310;25440;2010;14010;1320;4410;;;;;;;
3330;25360;2810;8310;1400;4110;;;;;;;
1730;25620;950;13200;1440;4740;;;;;;;
1950;24890;2220;8420;1240;4250;;;;;;;
2300;25090;1800;11630;1250;4580;;;;;;;
1310;25370;2110;8240;1350;4680;;;;;;;
2260;25560;2080;9140;1300;4610;;;;;;;
1620;25550;1680;9670;1170;4540;;;;;;;
1650;25640;1900;9570;1100;4430;;;;;;;
1900;25840;2170;8250;1300;4180;;;;;;;
2260;26050;1390;9540;1430;4990;;;;;;;
1410;25680;3410;8600;1340;4450;;;;;;;
1940;25570;3090;11980;1390;4410;;;;;;;
2040;25770;3530;13130;1310;5040;;;;;;;
1600;25560;2780;7350;1280;4710;;;;;;;
2430;25500;2020;9880;1270;4630;;;;;;;
2120;25440;2720;9200;1360;4710;;;;;;;
1760;26020;1910;8050;1230;4810;;;;;;;
1930;25680;3230;8370;1150;4960;;;;;;;
2750;25500;1060;12940;1090;4540;;;;;;;
1860;25560;2090;12530;1230;4510;;;;;;;
2240;26340;2830;13250;2080;4640;;;;;;;
14420;29930;3900;11590;2010;4990;;;;;;;
4570;34780;2110;10760;2090;4720;;;;;;;
1630;31770;1840;13510;1960;4590;;;;;;;
2580;30780;1420;9390;1120;4620;;;;;;;
2450;27690;2150;14990;1050;4770;;;;;;;
1620;26250;3310;18490;1260;4530;;;;;;;
2880;25660;1400;12060;1710;4690;;;;;;;
1900;25320;3700;11070;1150;4240;;;;;;;
1530;30570;2020;13860;1090;5180;;;;;;;
1260;30010;2880;14610;1190;4610;;;;;;;
1620;29710;1940;10110;1200;4360;;;;;;;
1910;26640;2200;8960;1240;4510;;;;;;;
2220;25410;3530;9070;1400;5160;;;;;;;
1350;25830;3710;8550;1420;4520;;;;;;;
2260;25490;2100;8050;1300;4580;;;;;;;
3640;25960;2890;16830;1290;4650;;;;;;;
1770;25150;1600;8640;1190;4550;;;;;;;
1510;25440;2560;10920;1280;4910;;;;;;;
6630;26150;2540;8780;1270;4830;;;;;;;
9930;25600;1180;11330;1170;4470;;;;;;;
2130;25730;2320;7220;1120;4570;;;;;;;
4240;25640;1600;9230;1530;4610;;;;;;;
2040;26050;2450;9420;1320;4920;;;;;;;
1450;25540;2160;9730;1350;4750;;;;;;;
1490;25700;1060;7830;1470;4520;;;;;;;
1590;25720;2100;11200;1850;4490;;;;;;;
2010;24900;2460;10020;1470;4390;;;;;;;
2210;25210;1040;8170;1250;4400;;;;;;;
1620;25350;2400;8700;1770;4900;;;;;;;
3300;26370;1390;8160;1850;4310;;;;;;;
1170;25170;1570;9500;1750;4480;;;;;;;
1540;25680;1470;7030;3440;4750;;;;;;;
1420;25760;3060;8280;7210;4720;;;;;;;
1640;25550;1650;6800;1040;4710;;;;;;;
1920;25020;1770;10580;2770;4830;;;;;;;
1380;25680;2400;6530;4910;4590;;;;;;;
2070;28450;1950;15090;1690;4950;;;;;;;
1690;26080;1570;12680;1170;4300;;;;;;;
1470;26140;2180;20930;1150;4560;;;;;;;
2370;27980;1770;15780;1060;4790;;;;;;;
2280;27310;1220;11060;1170;4710;;;;;;;
1700;27640;1720;14760;1050;4590;;;;;;;
1830;26760;2670;13900;1260;4450;;;;;;;
1940;25430;1590;12430;1320;4390;;;;;;;
1590;25510;1230;12540;1340;4560;;;;;;;
3100;25220;2610;8760;1490;4550;;;;;;;
2260;24750;2070;8370;1210;4600;;;;;;;
2750;27050;1990;12470;1250;4600;;;;;;;
1630;24710;1810;12090;1390;4760;;;;;;;
2430;25730;1850;14320;1350;4600;;;;;;;
1730;24670;2040;14610;1440;4570;;;;;;;
1480;24580;1450;14400;1560;4560;;;;;;;
1400;24860;3100;11790;1520;4260;;;;;;;
2020;24760;3040;11010;1690;4380;;;;;;;
1820;24970;2570;13910;1510;4830;;;;;;;
2380;25120;3180;13360;1190;4980;;;;;;;
1670;25400;1850;14030;1040;4790;;;;;;;
2290;24750;1440;16700;1100;4540;;;;;;;
1910;24690;1790;22890;1040;4360;;;;;;;
1720;25260;3030;9370;1120;4600;;;;;;;
2510;24490;3800;10400;1150;4970;;;;;;;
1250;24820;1890;10310;1180;4490;;;;;;;
2420;24450;2520;13220;1020;4180;;;;;;;
1970;24760;1490;15120;1150;4740;;;;;;;
1740;24910;5580;14530;1120;4650;;;;;;;
1540;24670;3470;9870;1270;4590;;;;;;;
1430;24740;3390;13570;1220;4470;;;;;;;
2600;24560;1280;9840;1130;5120;;;;;;;
1750;25110;2140;27940;1300;5230;;;;;;;
3850;24980;1390;7900;1330;4380;;;;;;;
1320;24850;1080;7000;1460;4630;;;;;;;
2660;24900;1270;5770;1310;4860;;;;;;;
2130;24400;2510;7770;1220;4730;;;;;;;
1800;24670;980;9370;1040;4830;;;;;;;
1860;24500;1850;13190;1230;4520;;;;;;;
1990;27170;1940;16360;1330;4440;;;;;;;
1440;24790;2880;13070;1410;4910;;;;;;;
4780;25300;2470;12870;1320;4090;;;;;;;
1230;24700;1510;15310;1280;4070;;;;;;;
2240;24620;1210;12280;1320;4900;;;;;;;
1380;24560;1280;16840;1360;4570;;;;;;;
2170;24620;1790;8940;1400;4510;;;;;;;
1290;24690;1490;9540;1170;4530;;;;;;;
2110;24800;1950;13100;1070;4620;;;;;;;
1210;24780;1290;6970;1120;4570;;;;;;;
1280;24750;2660;8760;1120;4850;;;;;;;
1730;24470;1030;11930;1170;5000;;;;;;;
1770;24580;3720;12700;1210;4760;;;;;;;
1920;24740;6050;11310;1120;4570;;;;;;;
3350;24830;1570;14720;1150;4500;;;;;;;
4150;24510;3580;12680;1120;4770;;;;;;;
2350;24650;4600;13680;1340;4990;;;;;;;
2110;24790;2030;14440;1220;4770;;;;;;;
4910;24510;2150;9550;1190;4500;;;;;;;
2330;26250;2860;6520;1320;4820;;;;;;;
2270;24550;1320;8970;1350;4790;;;;;;;
1650;25560;1960;13580;1360;4710;;;;;;;
3230;24860;2570;16020;1440;4590;;;;;;;
2240;25450;1090;14790;1390;4460;;;;;;;
2570;25100;1520;14640;1420;4590;;;;;;;
1660;24890;1900;13280;1350;5350;;;;;;;
2340;24450;1260;9080;1280;4680;;;;;;;
2580;25040;2010;13780;1320;4730;;;;;;;
1840;24680;2540;10120;1320;4790;;;;;;;
1750;25260;1750;14780;1270;4670;;;;;;;
2170;24960;1350;23100;1250;4830;;;;;;;
1230;25140;3430;14520;1290;4210;;;;;;;
2840;24600;1220;11140;1390;4490;;;;;;;
1670;24860;2340;5150;1500;4560;;;;;;;
2130;25010;1300;9390;1440;4450;;;;;;;
1770;24880;1580;11610;1270;4250;;;;;;;
2190;24840;2310;9310;1340;4840;;;;;;;
1420;24690;2700;9860;1470;4550;;;;;;;
1970;24820;2220;10020;1330;4530;;;;;;;
1560;26780;1720;12370;1410;4550;;;;;;;
2860;24660;1750;12520;1220;4810;;;;;;;
2340;24770;3010;10820;1130;4530;;;;;;;
1480;24610;3810;10300;1280;4650;;;;;;;
1370;24800;2460;10360;1080;4630;;;;;;;
1890;25440;1970;5420;1080;4720;;;;;;;
1570;24930;1230;15600;1350;5170;;;;;;;
1410;24830;2590;16770;1340;4570;;;;;;;
2960;24610;2800;11880;1140;4320;;;;;;;
1640;25140;1560;10970;1290;4980;;;;;;;
1940;24710;1760;13910;1200;4310;;;;;;;
2300;24540;3000;11350;1280;4470;;;;;;;
1610;24900;1890;6920;1430;4520;;;;;;;
1280;24720;1320;4760;1310;4930;;;;;;;
3190;24780;2480;5280;1400;4530;;;;;;;
1190;24840;1570;8130;1400;4540;;;;;;;
1700;25040;1120;6340;1490;4520;;;;;;;
2000;24810;1120;10640;1380;5110;;;;;;;
1770;24590;1540;11880;1330;4600;;;;;;;
3890;24750;1870;12490;1370;4830;;;;;;;
2810;24560;2230;12580;1330;4470;;;;;;;
1560;24610;1690;12350;1300;4790;;;;;;;
2110;24880;1810;8490;1090;4470;;;;;;;
2100;24600;1730;6100;1060;4660;;;;;;;
2070;24810;2860;12030;1230;4360;;;;;;;
2690;25260;1790;13870;1420;4560;;;;;;;
2520;25890;2140;12340;1530;4450;;;;;;;
3800;26220;2920;12720;1490;4620;;;;;;;
1780;24730;1550;11740;1270;4400;;;;;;;
1530;25630;1550;13950;1340;4420;;;;;;;
2440;24750;1800;13350;1250;4750;;;;;;;
2130;24720;1460;5460;1270;4540;;;;;;;
1510;24530;1550;5270;1260;4640;;;;;;;
1980;25150;1470;5460;1380;4660;;;;;;;
2260;24720;1640;4980;1320;4520;;;;;;;
2160;24900;2190;6610;1280;4310;;;;;;;
1240;24640;2520;11080;1300;4830;;;;;;;
1950;24900;1560;13110;1400;4570;;;;;;;
1110;24600;2900;11560;1260;5060;;;;;;;
1690;24830;1280;9450;1340;4500;;;;;;;
1340;27010;1140;7950;1500;4600;;;;;;;
2150;25050;1570;9020;1380;4810;;;;;;;
1390;24500;1380;15420;1310;4850;;;;;;;
3100;24970;2270;12610;1280;4130;;;;;;;
3050;25090;3380;12160;1290;4620;;;;;;;
1090;25000;2570;11780;1310;5080;;;;;;;
1100;24700;2000;8530;1390;4770;;;;;;;
1240;24990;3250;8330;1380;4310;;;;;;;
1250;24990;2320;5270;1580;5070;;;;;;;
1200;25200;1360;6730;1320;4950;;;;;;;
1250;24810;2540;12070;1140;4830;;;;;;;
1250;24660;2240;6700;1110;4560;;;;;;;
1250;24550;2270;4930;1070;4760;;;;;;;
1250;24620;2240;8800;1290;4650;;;;;;;
1240;24730;1930;14980;1250;4660;;;;;;;
1230;24740;1820;14630;1360;4630;;;;;;;
1310;24760;2250;16300;1520;4660;;;;;;;
1110;24710;2070;15550;1320;4620;;;;;;;
1110;24710;2280;5550;1340;4550;;;;;;;
1230;24570;1590;12440;1440;4610;;;;;;;
1320;24770;2090;11930;1310;4280;;;;;;;
1250;24830;2420;7470;1490;4750;;;;;;;
1350;24600;1180;5610;1310;4930;;;;;;;
1080;24880;1640;7520;1240;5610;;;;;;;
1100;24950;1800;13780;1410;6510;;;;;;;
1210;24830;2230;15500;1260;5860;;;;;;;
1120;24740;1530;18790;1110;4280;;;;;;;
1140;24770;1580;11130;1070;4820;;;;;;;
1130;25050;1820;11710;1100;5140;;;;;;;
1150;25540;1470;9470;1340;4410;;;;;;;
1090;25050;1530;5110;1290;4560;;;;;;;
1140;24880;2770;12030;1360;4360;;;;;;;
1130;24900;7410;11130;1440;5060;;;;;;;
1040;25980;3240;13700;1240;5960;;;;;;;
1310;25810;4340;13720;1320;5360;;;;;;;
1200;25290;3120;12210;1400;4800;;;;;;;
1330;25240;2170;14130;1220;4990;;;;;;;
1250;24480;1830;12040;1300;4840;;;;;;;
1130;24930;1950;13210;1410;4500;;;;;;;
1160;27300;1540;12340;1360;4910;;;;;;;
1430;24760;1490;11800;1340;4910;;;;;;;
1500;24880;1540;12320;1150;4610;;;;;;;
1190;24760;2680;6540;1040;4580;;;;;;;
1850;25170;1860;11720;1350;4760;;;;;;;
1310;24850;1450;8520;1330;4720;;;;;;;
1390;24640;2030;6260;1350;4740;;;;;;;
1370;24730;2070;5290;1190;4570;;;;;;;
1380;24970;3490;9210;1080;4970;;;;;;;
1300;24900;930;7590;1240;4940;;;;;;;
1200;24700;3170;13510;1450;4390;;;;;;;
1360;25700;1530;12050;1350;4530;;;;;;;
1130;25590;1570;13060;1250;4610;;;;;;;
1340;24930;1130;12100;1300;4610;;;;;;;
1460;25030;1700;4550;1290;4550;;;;;;;
1130;24770;1330;4110;1290;4270;;;;;;;
1110;24910;1880;5110;2520;4760;;;;;;;
1180;24960;1370;13290;1290;4220;;;;;;;
1110;24750;1300;11940;1350;4350;;;;;;;
1180;24810;1640;11710;1300;4680;;;;;;;
1060;24880;1350;24070;1340;5010;;;;;;;
1510;25320;1380;14210;1340;4590;;;;;;;
1190;24870;1210;12120;1430;4490;;;;;;;
1260;25160;1460;11060;1280;4490;;;;;;;
1420;24810;1240;13080;1270;5200;;;;;;;
1550;24560;1170;12050;1320;4580;;;;;;;
1240;24920;1320;5520;1410;4760;;;;;;;
1240;24890;2170;5110;1420;4780;;;;;;;
1280;25170;1460;5520;1270;5090;;;;;;;
1400;25000;1440;9610;1310;4360;;;;;;;
2080;25080;1460;4910;1230;4370;;;;;;;
1140;25170;1790;5020;1360;4320;;;;;;;
1190;25500;1700;9380;1410;4760;;;;;;;
1470;24780;1690;11250;1280;4980;;;;;;;
1460;24950;1570;12270;1260;4620;;;;;;;
1360;24930;1580;12630;1190;4560;;;;;;;
1240;24650;2000;7670;1280;4710;;;;;;;
1250;24950;1520;4840;1340;4540;;;;;;;
1120;24870;1590;4720;1360;4750;;;;;;;
1200;30610;1310;11190;1290;4030;;;;;;;
1230;25070;1620;12920;1250;4950;;;;;;;
1310;26170;1940;12030;1330;4750;;;;;;;
1280;25150;1300;12190;1770;4370;;;;;;;
1290;25650;1350;11490;1250;4370;;;;;;;
1160;24740;1630;9580;1290;4440;;;;;;;
1370;25240;1490;6380;1440;4460;;;;;;;
1250;24880;1500;10520;1240;4270;;;;;;;
1110;25060;1470;5610;1430;4490;;;;;;;
1120;25060;1860;9250;1300;4790;;;;;;;
1150;24880;1360;13380;1240;4280;;;;;;;
1110;24630;1790;13270;1410;4460;;;;;;;
1140;24990;1290;15010;1330;4470;;;;;;;
1390;25010;2070;12020;1360;5120;;;;;;;
1210;25400;1980;7690;1270;4520;;;;;;;
1320;25000;1330;11780;1340;4450;;;;;;;
1230;25320;1620;7660;1230;4510;;;;;;;
1390;24980;1440;21230;1290;5330;;;;;;;
1270;24720;1290;18210;1320;5310;;;;;;;
1110;24850;910;10670;1380;4610;;;;;;;
1170;24920;1060;8070;1270;4450;;;;;;;
1350;24990;990;18430;1290;4630;;;;;;;
1170;24990;1310;17620;1390;4730;;;;;;;
1180;24970;2430;7140;1390;4860;;;;;;;
1160;24820;1600;7130;1360;4660;;;;;;;
1120;24620;1950;6550;1300;4750;;;;;;;
1190;25070;1180;6910;1320;4890;;;;;;;
1260;24570;1050;7710;1360;4830;;;;;;;
1120;25020;1030;8290;1180;5470;;;;;;;
1140;24790;1030;12470;1310;5170;;;;;;;
1210;25330;1000;10510;1310;5350;;;;;;;
1190;24920;1440;6650;1320;5490;;;;;;;
1110;24750;1180;6440;1120;5090;;;;;;;
1150;24750;1150;7580;1220;4890;;;;;;;
1220;24800;1030;7620;1210;5090;;;;;;;
1110;25720;1060;6510;1120;4600;;;;;;;
1100;24790;1130;6940;1160;4750;;;;;;;
1350;24740;1330;5320;1360;4370;;;;;;;
1060;24990;1100;4960;1240;4580;;;;;;;
1220;27370;1150;6990;1320;4820;;;;;;;
1900;24970;1550;10880;1310;4720;;;;;;;
1370;24720;1330;13840;1510;4870;;;;;;;
1100;25040;2870;10940;1240;4730;;;;;;;
1150;25070;3550;8500;1270;4370;;;;;;;
1210;24950;2410;8680;1400;4710;;;;;;;
1090;25870;1580;10290;1360;4770;;;;;;;
1150;24800;1300;11520;1240;4750;;;;;;;
1200;25140;2180;12050;1280;4530;;;;;;;
1080;26180;1490;28330;1310;4730;;;;;;;
1200;24860;1840;18070;1330;4820;;;;;;;
1090;25480;1590;13680;1180;4370;;;;;;;
1150;25610;1710;14880;1420;4630;;;;;;;
1210;25040;1620;14210;1290;4960;;;;;;;
1340;24970;1660;10850;1230;5040;;;;;;;
1420;24740;1320;13040;1220;4760;;;;;;;
1070;24730;1600;8370;1130;4620;;;;;;;
1290;25630;1500;7180;1190;4580;;;;;;;
1230;24760;1660;12010;1040;4520;;;;;;;
1240;25000;1630;8420;1380;4550;;;;;;;
1200;24690;1740;6450;1080;4500;;;;;;;
1150;24590;1670;7920;1300;4660;;;;;;;
1190;24520;1270;10080;1270;4780;;;;;;;
1090;24570;3140;15660;1300;4580;;;;;;;
1450;25060;2470;16070;1270;4460;;;;;;;
1090;24790;3030;11360;1290;4750;;;;;;;
1240;24750;1210;15430;1130;5490;;;;;;;
1460;24850;1820;9180;1280;4340;;;;;;;
1440;24910;2760;13470;1500;5030;;;;;;;
1130;24730;1580;13810;1260;4390;;;;;;;
1130;24870;1750;7950;1350;4450;;;;;;;
1290;25330;2180;6470;1360;4820;;;;;;;
1280;25680;1430;6420;1280;4690;;;;;;;
1210;24850;1700;10230;1270;4560;;;;;;;
1120;24690;1480;12940;1290;4310;;;;;;;
1030;24910;2650;18770;1440;4470;;;;;;;
1290;24460;1370;16150;1500;4480;;;;;;;
1440;25010;1720;11680;1550;4960;;;;;;;
1420;25690;1720;11760;1310;4410;;;;;;;
1460;26740;1390;6460;1310;4540;;;;;;;
1240;24620;1820;6020;1240;4780;;;;;;;
1180;24790;1930;7120;1430;4790;;;;;;;
1310;24430;2290;11890;1520;4500;;;;;;;
1170;24640;3510;15380;3030;4460;;;;;;;
1190;24470;1000;14890;2620;4560;;;;;;;
1090;24460;1380;14380;1840;4730;;;;;;;
1230;24630;1930;13190;2310;4770;;;;;;;
1280;24780;1200;14040;1540;4330;;;;;;;
1320;24680;1580;15590;1120;4760;;;;;;;
1280;26520;1230;14150;1080;4460;;;;;;;
1130;27000;1180;12410;1290;4840;;;;;;;
1190;26850;1350;5870;1370;4510;;;;;;;
1070;25280;1080;10710;1350;4920;;;;;;;
1190;24580;1360;13530;1480;4520;;;;;;;
1120;24440;1770;16130;1430;4870;;;;;;;
1060;25190;1400;14020;1500;5130;;;;;;;
1260;25620;1720;13190;1380;5270;;;;;;;
1150;24360;1590;6580;1270;5220;;;;;;;
1210;25080;1540;8400;1150;4520;;;;;;;
1270;25120;1590;8020;1110;4270;;;;;;;
1420;24530;1780;7690;1060;4640;;;;;;;
1160;27070;1220;7040;1080;4280;;;;;;;
1180;27300;1810;12430;1140;4270;;;;;;;
1080;27170;1130;21270;1250;4190;;;;;;;
1270;24520;1970;12940;1110;4390;;;;;;;
1340;24130;2700;7810;1140;4600;;;;;;;
1300;24420;3080;5790;1280;5350;;;;;;;
1290;24500;5130;14140;1350;3950;;;;;;;
1190;24310;4780;13940;1370;4370;;;;;;;
1050;25020;5740;14460;1340;4550;;;;;;;
1300;25050;2190;19440;1300;4320;;;;;;;
1490;24590;2150;17590;1380;4220;;;;;;;
1220;24910;1290;14200;1270;4670;;;;;;;
1410;24500;1770;7200;1300;4040;;;;;;;
1340;25170;1070;5990;1260;4890;;;;;;;
1040;24510;1260;7210;1120;4630;;;;;;;
1370;24390;1380;8290;1110;4780;;;;;;;
1240;24530;1980;7400;1240;4600;;;;;;;
1220;27160;2230;12200;1320;4910;;;;;;;
1260;25100;1810;6800;1200;4590;;;;;;;
1140;24970;1940;7140;1070;4480;;;;;;;
1100;25650;2760;9530;1130;4640;;;;;;;
1030;24470;1640;10360;1120;4300;;;;;;;
1220;25070;1400;11730;1320;4300;;;;;;;
1140;24800;3200;13050;1070;4310;;;;;;;
1090;25250;1350;8790;1100;4180;;;;;;;
1250;24790;3180;6630;1060;4140;;;;;;;
1120;24880;2760;9610;1130;4310;;;;;;;
1220;24930;1400;10120;1270;4340;;;;;;;
1310;24910;4100;12360;1310;5060;;;;;;;
1180;24620;2960;14350;1290;4730;;;;;;;
1100;24910;2300;13220;1280;4640;;;;;;;
1070;25250;2370;14210;1150;4450;;;;;;;
1290;24610;1370;13330;1190;4370;;;;;;;
1150;24690;2720;9710;1180;4880;;;;;;;
1270;24820;1850;7630;1260;4990;;;;;;;
1210;24520;2210;12370;1290;4580;;;;;;;
1080;24790;1410;13770;1280;4860;;;;;;;
1130;24740;1250;12340;1390;4900;;;;;;;
