CouchBase,Memcached,Mongo,Orient,Redis,Riak
670,2540,790,4950,410,25660,
590,2490,970,3600,170,28530,
510,2440,190,4680,200,31150,
660,2580,890,5820,180,25280,
750,2770,410,5180,230,27110,
580,2790,890,4420,470,24860,
740,2450,340,4300,600,25960,
500,2590,390,4790,590,30040,
540,2520,880,7460,640,26310,
610,2450,280,3500,620,28360,
480,2480,1260,6230,680,29180,
640,2740,750,5340,690,28150,
390,2600,1520,4210,620,24640,
610,2760,4360,5530,490,25550,
1310,2550,1650,4630,640,32710,
790,2550,4210,4970,520,25500,
990,2500,3330,5000,610,27540,
990,2650,2920,5780,530,28060,
950,2500,4780,5520,460,30050,
920,2570,4810,3940,160,26300,
900,2760,5690,3210,190,32270,
570,2700,4970,5330,190,23890,
500,3170,3550,4510,130,26140,
700,2470,5220,3880,130,29470,
620,2700,5570,4520,220,24690,
420,2550,10460,6480,200,24330,
470,2600,4750,6250,240,29760,
610,2750,8310,4200,230,24530,
620,2580,8330,4200,180,28280,
710,2540,9010,3720,200,24880,
750,2920,6030,6460,200,24020,
640,2850,6250,5540,160,25800,
410,3290,5030,3300,160,24790,
550,3190,4470,3730,160,24030,
580,3150,5460,5670,130,28390,
630,2440,5890,4540,180,27760,
510,2620,5270,4260,170,27390,
650,2530,6640,6120,170,23540,
680,2530,4520,4830,140,28660,
570,2690,6880,4350,210,23520,
590,2450,4890,5070,210,28740,
550,2830,5100,4560,250,25990,
620,2540,4670,4140,170,24790,
920,2640,3850,3890,160,29160,
580,2460,3870,5110,260,31470,
480,2550,3920,5780,150,36390,
530,2610,5900,4060,130,27930,
870,3100,4900,4110,160,28820,
600,3140,4980,4610,130,24030,
780,2490,3480,6480,130,28160,
650,2490,3550,3110,170,31110,
770,2720,3350,5700,200,40700,
600,2860,4220,3970,150,26270,
730,2820,4910,6510,170,27510,
680,2790,4110,5680,140,26960,
590,2620,4040,6070,160,31890,
900,2550,4800,8800,170,26030,
710,2760,4560,4820,180,29720,
430,2640,4290,4700,200,27730,
500,2500,3530,3720,260,27580,
820,2580,3990,3870,170,25350,
650,2450,3620,5080,200,28410,
670,2850,3040,5230,260,25590,
680,2550,4400,4170,190,24360,
630,2620,3130,6560,230,26230,
610,2510,4380,6520,310,26360,
490,2510,3830,6710,220,32630,
370,2580,3890,3520,240,29970,
550,2480,4760,4600,190,29300,
660,2670,4830,3980,160,27920,
520,2580,3390,5810,210,25070,
710,2440,4010,4610,210,28280,
530,2490,3400,3120,510,29870,
470,2490,2390,4590,600,28800,
480,2590,2250,5640,540,24090,
340,2550,2860,5480,630,27830,
410,2580,3790,6310,520,27320,
690,2770,2800,4960,480,24820,
560,2480,2660,6100,580,23840,
710,2530,3310,3900,160,24140,
760,2690,2370,4740,190,27240,
600,2450,2770,4980,240,24260,
700,2610,3010,4090,140,31530,
670,2600,4290,3880,160,25550,
480,2720,2120,2310,200,27430,
570,2560,2120,4570,240,28660,
670,2880,1350,4710,220,32240,
820,2920,3570,6070,220,32700,
730,2480,2870,5000,470,29070,
480,2520,2740,4140,160,27910,
700,2590,2050,4640,280,27900,
580,2490,2280,3490,200,30270,
450,2760,2270,2970,160,32610,
570,2430,2500,3720,270,25320,
520,2560,2070,4600,180,27450,
590,2610,1950,4340,340,26540,
590,2420,2170,2760,210,25280,
660,2770,2240,4710,190,33640,
600,2610,2500,2750,250,26530,
830,2700,1790,4480,200,25130,
530,2560,2010,3410,170,26900,
650,2550,2770,5480,250,29770,
510,2480,2790,3190,210,26520,
840,2460,2180,2470,310,41200,
530,2430,1430,4450,210,26790,
630,2710,2990,3740,170,24480,
470,2710,2230,7140,210,25770,
720,2580,1850,3020,240,25620,
770,2680,2870,4400,210,29820,
600,2540,2610,3960,220,28270,
620,2550,2620,5560,210,26060,
750,2590,2690,3420,160,25530,
750,2490,2810,1980,240,31840,
610,2930,1710,2320,340,30500,
610,2530,2150,2980,490,26220,
420,2510,2350,3180,200,23580,
570,2570,1910,3410,160,28300,
590,2800,3530,4310,180,25890,
530,2480,2250,3100,110,26510,
540,2940,2160,4550,130,24420,
760,3190,3670,2650,160,22360,
660,2460,2760,3050,120,24470,
460,2450,1540,3530,130,25800,
730,2690,1240,3960,120,24780,
530,2500,2270,2960,130,26080,
1120,2460,2560,2910,150,29250,
630,2850,1900,2380,100,33910,
820,2520,1950,5320,170,23110,
550,2780,3860,3390,200,29690,
670,2610,2760,3360,170,30250,
560,2620,3510,2420,260,25580,
630,2490,2860,3930,220,26880,
660,2550,4190,3150,200,27650,
440,2710,2540,3630,210,25790,
520,2560,5640,5800,180,27680,
540,2730,2450,4810,170,28180,
570,2650,5280,4300,220,27130,
510,2550,2240,2140,190,26280,
620,2460,2590,3360,180,26630,
780,2850,840,4070,160,30620,
660,2510,1330,2220,170,26570,
980,2610,1740,2240,270,25900,
940,2640,1360,3420,120,24480,
620,2650,1490,4110,140,24950,
540,2470,2270,4400,210,24610,
740,2680,2390,4190,180,24320,
680,2540,2500,3770,150,29790,
630,2420,970,2580,180,29750,
620,2710,1410,2050,120,26110,
600,2510,1890,3510,150,23710,
1140,2800,750,3630,130,30680,
660,2580,860,3210,170,26680,
580,2620,1950,3590,110,24920,
570,2960,380,2940,130,25270,
570,2480,420,3430,130,32180,
560,2650,730,3140,250,26540,
690,2500,1060,2940,270,28120,
610,2780,740,4320,150,24720,
1220,2620,1650,6070,190,26050,
650,2480,1200,6000,150,27840,
720,2520,1560,5050,150,29700,
770,2570,2540,4140,200,29940,
900,2500,360,6500,160,28460,
520,2530,2300,10320,120,26410,
540,2700,920,5170,150,27540,
620,2740,680,7410,190,23000,
630,2610,1140,8090,150,30020,
800,2580,1430,7110,120,31830,
400,2640,570,4610,230,24830,
750,2580,190,5780,170,32730,
780,2620,180,5400,190,30960,
490,2530,1050,4480,310,30910,
660,2790,710,5130,190,24430,
