CouchBase,Memcached,Mongo,Orient,Redis,Riak
550,2580,840,4630,160,21200,
430,3010,210,4720,170,26120,
870,2510,340,3660,160,28830,
560,2580,700,5380,220,22800,
620,2700,4150,5970,180,19870,
410,2560,1890,5490,150,21610,
540,2630,250,7340,190,21240,
590,2630,130,7750,210,21870,
490,2800,380,4760,190,20990,
540,2670,740,3660,230,23430,
470,2990,210,5040,150,21660,
510,2610,340,3330,160,21400,
610,2440,680,5790,230,21350,
450,2480,220,4960,210,26910,
800,2580,220,5090,170,32780,
660,2550,380,5460,220,22190,
510,2830,380,2680,200,18500,
670,2580,520,5030,170,21370,
480,2590,1500,4670,300,20980,
570,2540,1070,6170,210,23500,
620,2600,560,4720,200,24670,
500,2520,180,5850,250,21600,
630,2630,770,7180,190,19900,
610,2620,180,5860,260,21460,
790,2510,360,3630,180,24470,
580,2480,1340,4270,170,23350,
440,2440,420,5580,180,39160,
670,2680,330,5610,180,28680,
600,2730,840,5120,180,22940,
720,2750,240,4390,160,24720,
610,2580,490,4510,200,25530,
590,2510,290,5520,160,22590,
620,2640,830,3540,170,33620,
510,2630,180,3280,230,26140,
400,2390,230,2740,220,25840,
660,2480,890,5210,220,19340,
560,2580,150,7290,160,22390,
640,2850,250,3720,150,23460,
580,2530,290,8950,170,28790,
720,2630,920,4630,240,24770,
530,2550,700,4050,220,23810,
540,2980,750,3570,230,22860,
580,2830,760,3760,180,20880,
570,2570,350,3840,180,23370,
460,2700,910,4950,180,23360,
630,2630,610,5770,230,23920,
580,2680,660,4930,250,21380,
530,2530,1180,3280,350,20940,
540,2480,940,3650,220,22600,
570,2620,240,4930,190,25550,
710,2540,910,4490,210,26880,
510,2890,210,4020,210,28540,
560,2520,150,4390,190,22150,
700,2620,270,3080,180,22340,
620,2640,190,6270,210,22070,
590,2560,300,2370,200,22410,
620,2590,480,3590,190,23770,
640,2580,250,4120,220,28080,
720,2770,200,2770,220,20170,
650,2670,1080,4130,220,22870,
630,2480,360,5970,230,19230,
650,2540,250,3870,210,25680,
710,2610,540,4370,260,22110,
450,2610,220,3670,140,24050,
640,2550,190,4970,230,19770,
430,2770,370,4260,140,26290,
540,2640,200,4280,200,20080,
670,2540,250,5380,210,20250,
710,2740,800,5410,160,21250,
510,2540,250,3940,190,20000,
540,2470,240,5570,230,24560,
750,2600,220,4230,220,22520,
630,2480,240,4700,240,18150,
670,2570,670,3800,400,20650,
570,2750,370,4050,270,24770,
630,3250,940,4250,330,25630,
610,2410,270,4510,240,29780,
680,2550,250,5150,260,27950,
690,2620,200,4770,220,25330,
540,2510,820,6940,160,27290,
550,2550,220,6130,180,23980,
650,2760,930,6240,170,36440,
570,2470,160,4450,170,26780,
590,2370,200,6410,200,22970,
650,2670,1210,6500,160,26810,
520,2460,650,6820,190,24960,
640,2500,220,5990,240,24320,
540,2690,220,5010,140,32220,
440,2710,800,6760,130,22290,
500,2480,250,5820,160,29700,
470,2630,520,4580,160,32570,
560,2670,800,5680,150,25450,
740,2490,210,5710,200,28960,
610,2570,240,3840,160,24040,
440,2610,590,6440,210,24610,
600,2600,650,5020,200,23970,
540,2570,430,7710,210,25170,
620,2730,970,5370,150,23070,
530,2480,220,3360,220,28250,
720,2650,430,6120,240,22690,
680,2660,420,6210,190,28480,
600,2580,240,5430,390,24790,
600,2750,380,6660,200,25440,
530,2540,290,6210,230,23070,
520,2660,520,5590,290,31670,
730,2460,430,6560,200,22570,
520,2500,1050,8420,180,31630,
600,2580,360,4900,220,22390,
620,2990,180,10840,220,28810,
580,2890,220,10330,200,34550,
710,2520,1030,11060,200,41200,
650,2600,160,6910,170,22980,
600,2610,760,11710,230,19990,
420,2550,230,14040,200,20710,
550,2600,520,7120,240,27860,
420,2530,490,8130,170,23510,
630,2700,1450,6730,180,21910,
590,2650,230,10640,180,23380,
760,2490,230,6140,230,22960,
610,2520,190,10570,170,20610,
450,2600,190,17560,220,22180,
620,2450,230,7320,180,28550,
610,2710,310,4570,200,26980,
430,2670,430,5850,180,28100,
400,2540,270,7640,150,23860,
450,2530,460,10030,160,25370,
550,2530,390,13360,370,24000,
580,2530,800,13040,130,25270,
500,2570,190,14070,260,20200,
410,2600,190,10190,330,20610,
340,2770,410,19800,220,22580,
810,2660,180,12190,220,22740,
580,2620,580,9090,180,21390,
480,2620,350,11150,170,23030,
540,2620,280,24690,220,29350,
570,2490,1470,26690,200,21520,
700,2600,370,8480,130,25880,
830,2860,320,23310,190,19090,
460,2580,350,7350,150,26690,
560,2790,250,13970,210,29310,
550,3010,200,24000,220,19760,
430,3250,1360,8470,190,21800,
460,2930,970,9920,180,18870,
510,3040,170,7320,240,25560,
640,2820,510,9700,290,19980,
560,2880,250,6340,180,21710,
520,2620,620,10900,220,28790,
630,2480,450,15480,200,22910,
660,2640,410,20460,190,20140,
610,2590,150,15400,230,25460,
440,2870,250,6330,140,21230,
430,2600,220,4920,180,17480,
640,2530,620,5650,260,20590,
610,2580,240,18150,190,23800,
510,2580,550,24450,170,23920,
480,2490,210,6980,250,21500,
570,2800,1080,7790,260,19470,
680,3130,270,7280,180,19200,
550,3020,270,7010,330,21040,
770,2570,190,6930,150,24390,
560,2640,240,7720,210,19490,
610,2490,500,7480,240,20220,
470,2750,260,7030,190,20680,
590,2510,390,13810,190,22430,
510,2670,310,12480,190,21590,
530,2810,910,9200,240,23620,
580,2690,210,6960,170,25200,
540,2570,180,9700,220,18860,
610,2540,280,8580,170,23780,
660,2600,420,7440,140,22180,
620,2550,860,7660,170,21300,
580,2770,220,7350,150,19800,
760,3100,290,4570,190,26070,
580,2770,420,8060,180,22400,
